source,title,author,price,tags,image,url,ai_caption,ai_palette,ai_tags,layout,font_style,aesthetic_style,confidence
Awwwards,,Wanaka,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68beeb2fc179d654733310.jpg,https://www.awwwards.com/sites/wanaka-studio,"Muted, spacious layout with understated tones for a calm and neutral mood.",[],"calm, minimal, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Bürocratik,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/6891f8c6963ac110872520.jpg,https://www.awwwards.com/sites/18-years-of-buro,"Muted, indeterminate website layout with undefined structure and color palette.",[],"minimal, experimental, soft",unknown,sans-serif,experimental,0.45
Awwwards,,Square43 Studio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68baa317c78cd479956534.png,https://www.awwwards.com/sites/bombon-royal-swedish-candy,"Understated website with muted colors, balanced spacing, and an orderly, minimal composition.",[],"minimal, calm, spacious, clean",unknown,sans-serif,modern,0.85
Awwwards,,,,,,,"Understated website with muted colors, balanced negative space, and orderly minimal composition.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.87
Awwwards,,Daybreak Studio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c821fecfc88034167800.png,https://www.awwwards.com/sites/dropbox-dash-x-mclaren-f1-team,"Muted, undefined website layout with unspecified color palette and structure.",[],"minimal, clean, spacious",unknown,unknown,minimal,0.45
Awwwards,,Extract Studio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68baee3e2ebb9699253831.jpg,https://www.awwwards.com/sites/hannah-miles,"Muted, spacious layout with understated colors for a calm and neutral mood.",[],"calm, minimal, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Tractorbeam®,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68bf5a5467abf993468101.jpg,https://www.awwwards.com/sites/mohonk-mountain-house,"Understated website with a muted palette, balanced spacing, and neutral, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.82
Awwwards,,KKPK,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689b66734ff2a196824704.png,https://www.awwwards.com/sites/mastercard-business-outcomes,"Understated website with a muted palette, balanced spacing, and neutral, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.82
Awwwards,,Contra Studio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b9c686c9b20188116728.jpg,https://www.awwwards.com/sites/zarpazo,"Minimal website with muted colors and undefined, spacious layout.",[],"minimal, calm, spacious",unknown,sans-serif,minimal,0.68
Awwwards,,Valentina Pastushenko,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68ba8cef7b5a4299979934.jpg,https://www.awwwards.com/sites/minimalistic-portfolio,"Muted, indeterminate layout with undefined structure and color palette.",[],"minimal, experimental, soft",unknown,unknown,experimental,0.45
Awwwards,,Fonder Studio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68ba208031a82512253164.png,https://www.awwwards.com/sites/fonder-studio,"Muted, indeterminate layout with undefined color palette and structure.",[],"minimal, experimental, soft",unknown,unknown,experimental,0.45
Awwwards,,Ashfall Studio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68920d76158cf806140996.png,https://www.awwwards.com/sites/heidelberg-ccus,"Muted, indeterminate website layout with undefined structure and color palette.",[],"minimal, experimental, soft, clean",unknown,sans-serif,experimental,0.55
Awwwards,,Wix Studio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68b427624aab8084435742.png,https://www.awwwards.com/sites/maskatorium,"Muted, undefined layout with unspecified color palette and structure.",[],"minimal, clean, spacious",unknown,sans-serif,minimal,0.45
Awwwards,,NOPE Creative,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b705bfd2168580593806.png,https://www.awwwards.com/sites/online-hub-for-nope-ice-cream,"Insufficient data to determine website mood, color, or layout.",[],,unknown,unknown,unknown,0.0
Awwwards,,paul.jochum,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b985da6b4d3000033978.jpg,https://www.awwwards.com/sites/paul-jochum,"Muted, neutral website with undefined structure and a calm, minimal aesthetic.",[],"minimal, calm, neutral, clean",unknown,sans-serif,minimal,0.68
Awwwards,,Bearplus,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b874d89d0fc418007105.png,https://www.awwwards.com/sites/we-are-silana,"Muted, balanced web composition with understated tones and uncluttered layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,modern,0.82
Awwwards,,Octavio Brehm,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b99029b46c6684266344.png,https://www.awwwards.com/sites/octavio-brehm,"Understated, minimal website with a muted color palette and balanced, uncluttered layout.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimalist,0.82
Awwwards,,Studio Morfar,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/68877c33eb39c070881002.jpg,https://www.awwwards.com/sites/purpose-talent,"Muted, indeterminate layout with undefined color palette and structure.",[],"minimal, experimental, soft",unknown,unknown,experimental,0.45
Awwwards,,The First The Last,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b5c07e5c5a6836493073.png,https://www.awwwards.com/sites/davincii,"Muted, spacious layout with understated colors for a calm and neutral mood.",[],"calm, minimal, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Valerii Kovita,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b7d6791f4bf746072604.jpg,https://www.awwwards.com/sites/vitalina-tattoo-artist,"Muted, undefined website layout with unspecified color palette and structure.",[],"minimal, clean, spacious",unknown,unknown,minimal,0.45
Awwwards,,syncity,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c45c0913d56366276903.jpg,https://www.awwwards.com/sites/syncity,"Understated website with muted colors, balanced spacing, and an orderly, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Leeroy,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/6882714bca49b082053794.jpg,https://www.awwwards.com/sites/luminaire-authentik,"Understated website with muted colors, balanced spacing, and an orderly, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,justin parisio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68b35d11cf41e354769511.png,https://www.awwwards.com/sites/service-plus-aquatics,"Design details unavailable; mood, color, and layout are indeterminate.",[],,unknown,unknown,unknown,0.0
Awwwards,,General Condition,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b5658d40cad819436018.png,https://www.awwwards.com/sites/general-condition-studio-2,"Understated, neutral website with a muted palette and balanced, spacious layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,modern,0.82
Awwwards,,Madalin,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b6feca1fb41047596602.jpg,https://www.awwwards.com/sites/aria-project,"Muted, indeterminate layout with undefined color palette and structure.",[],"minimal, experimental, soft",unknown,unknown,experimental,0.45
Awwwards,,ClaPat,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b6b85b65b35930216761.jpg,https://www.awwwards.com/sites/moz-agency,"Muted, undefined website layout with unspecified color palette and structure.",[],"minimal, clean, modern",unknown,sans-serif,minimal,0.55
Awwwards,,Charles,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b56c039dfb3812483665.jpg,https://www.awwwards.com/sites/architecture-film,"Understated website with muted colors, balanced negative space, and minimal design.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.82
Awwwards,,Niice,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68cd24d14e460633466670.jpg,https://www.awwwards.com/sites/fokus-cubes,"Understated website with muted colors, balanced spacing, and an orderly, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.85
Awwwards,,"Laugh Mind Co.,Ltd.",,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68cc77be6fbf2588866546.jpg,https://www.awwwards.com/sites/est,"Insufficient data to determine website mood, color, or layout.",[],,unknown,unknown,unknown,0.0
Awwwards,,neversettle,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68cc1597b657a087858745.jpg,https://www.awwwards.com/sites/modern-huntsman,"Muted, minimal website with understated colors and balanced, uncluttered composition.","[""#000000"", ""#FFFFFF"", ""#CCCCCC"", ""#999999"", ""#666666""]","minimal, calm, clean, spacious",unknown,sans-serif,minimalist,0.82
Awwwards,,Olha Lazarieva,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68af13d98621f852628699.jpg,https://www.awwwards.com/sites/olha-lazarieva,"Understated, neutral website with a muted palette and balanced, spacious layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.82
Awwwards,,,,,,,"Muted, balanced website with understated colors and uncluttered, minimal layout.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimal,0.82
Awwwards,,Denys Verholomchuk,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68ca6410a2867479765224.jpg,https://www.awwwards.com/sites/quantum-body,"Understated website with muted palette and balanced negative space for a calm, minimal mood.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Lo & Behold,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68dbf3c6d6795833171885.png,https://www.awwwards.com/sites/lo-behold-1,"Muted web composition with subdued tones and undefined, experimental layout.",[],"minimal, calm, experimental, soft",undefined,sans-serif,experimental,0.78
Awwwards,,widelab.co,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68ca544fd818c915008405.jpg,https://www.awwwards.com/sites/dashline,"Muted, undefined layout with unspecified color palette and minimal structure.",[],"minimal, clean, spacious",unknown,sans-serif,minimal,0.55
Awwwards,,KauStudio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68caa251a9504749272546.png,https://www.awwwards.com/sites/kaustudio,"Muted, indeterminate layout with undefined color palette and structure.",[],"minimal, experimental, soft",unknown,unknown,experimental,0.45
Awwwards,,Kyle Craven,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a3d36365a85273718566.jpg,https://www.awwwards.com/sites/arc-1,"Muted palette and balanced spacing create a clean, uncluttered web layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Six Socks Studio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68ada0b41ba0b762589727.jpg,https://www.awwwards.com/sites/activehop,"Muted, open composition with understated colors and an unstructured layout.",[],"minimal, calm, spacious, soft, editorial","open, unstructured",sans-serif,minimalist,0.81
Awwwards,,izum-digital,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68cbe506dfed5611013362.png,https://www.awwwards.com/sites/izum-study,"Muted, balanced web composition with understated tones and uncluttered minimal layout.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimalist,0.82
Awwwards,,Parentheses,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c99ae0a31e0216512058.png,https://www.awwwards.com/sites/merise,"Understated website with muted palette and balanced negative space for a calm, minimal mood.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Hatypo Studio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c90618a821b466745293.png,https://www.awwwards.com/sites/habito-studio,"Understated website with muted palette and balanced negative space for a calm, minimal mood.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Chipsa,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68ac413caf722465835494.jpg,https://www.awwwards.com/sites/chipsa,"Muted, minimal website with balanced spacing and uncluttered layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,modern,0.85
Awwwards,,Locomotive,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68cc1ba244710583428580.jpg,https://www.awwwards.com/sites/gkc-architecture-design,"Muted, minimal website with understated colors and balanced, uncluttered layout.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimalist,0.82
Awwwards,,Dgrees,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c85bc5ca732427181026.jpg,https://www.awwwards.com/sites/r-hotels,"Understated website with muted palette and balanced negative space for a calm, minimal mood.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Cake Agency | Shopify Partner,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68cd1f1a0dbf8867744743.png,https://www.awwwards.com/sites/p-co-3,"Muted, neutral website with undefined structure and a calm, minimal aesthetic.","[""#000000"", ""#FFFFFF"", ""#CCCCCC"", ""#999999"", ""#666666""]","minimal, calm, neutral, clean",unknown,sans-serif,minimal,0.68
Awwwards,,Brave People,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68d2ff16b4367466748885.jpg,https://www.awwwards.com/sites/brave-people-3,"Insufficient data to determine website mood, color, or layout.",[],,unknown,unknown,unknown,0.0
Awwwards,,Artem Starostin,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c850a01eede730279716.png,https://www.awwwards.com/sites/mikatalo,"Understated website with muted colors, balanced negative space, and minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.82
Awwwards,,Merci Michel,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68ad5a7267dbc584274541.jpg,https://www.awwwards.com/sites/gary-and-the-endless-forest,"Mood, color, and layout are indeterminate due to missing visual and textual information.",[],,unknown,unknown,unknown,0.0
Awwwards,,itay-schiff,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/06/684aca99c1bbf505905221.png,https://www.awwwards.com/sites/weavy,"Mood, color, and layout are indeterminate due to missing visual information.",[],,unknown,unknown,unknown,0.0
Awwwards,,Ledger,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68d2b15bd3f73019406350.png,https://www.awwwards.com/sites/ledger-brandbook,"Understated website with muted colors, balanced spacing, and an orderly, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,The Brink Agency,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c82aa4d0568313587866.jpg,https://www.awwwards.com/sites/nosu,"Understated website with muted colors, balanced spacing, and a neutral, minimal layout.",[],"minimal, calm, spacious, clean, neutral",unknown,sans-serif,minimalist,0.85
Awwwards,,Powered By Elevate,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c999c44066a839808820.png,https://www.awwwards.com/sites/risk-solved,"Muted, undefined website layout with unspecified color palette and structure.",[],"minimal, clean, spacious",unknown,unknown,minimal,0.45
Awwwards,,Numbered,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/6899e8223a5ae242560325.png,https://www.awwwards.com/sites/damso,"Understated website with a muted palette, balanced spacing, and neutral, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.82
Awwwards,,Dwarf,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c94ea35d304356497893.jpg,https://www.awwwards.com/sites/coffee-collective,"Muted, indeterminate layout with undefined color palette and structure.",[],"minimal, experimental, soft",unknown,unknown,experimental,0.45
Awwwards,,Troa,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c3dba4a1169850069934.jpg,https://www.awwwards.com/sites/ineo-sense,"Muted, indeterminate website layout with undefined color palette and structure.",[],"minimal, experimental, soft, clean",unknown,sans-serif,experimental,0.55
Awwwards,,suuupply,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c40d014013d567229138.jpg,https://www.awwwards.com/sites/suuupply,"Understated website with muted colors, balanced spacing, and an orderly, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.85
Awwwards,,OHMY,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c2931482f44023033591.jpg,https://www.awwwards.com/sites/golden,"Understated website with muted palette and balanced negative space for a calm, minimal mood.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Mambo Mambo,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c435cf47e97939612676.jpg,https://www.awwwards.com/sites/nationex,"Understated website with muted palette and balanced negative space for a calm, minimal mood.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,sidhdharth-sivasubramanian,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b96b73776b5603249636.png,https://www.awwwards.com/sites/meetstream-ai,"Understated website with muted palette and balanced negative space for a calm, minimal mood.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,GLIDE®: Beauty and results,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c3569b3fee1504015452.png,https://www.awwwards.com/sites/the-land-institute,"Muted, open composition with understated tones and undefined spacious layout.",[],"minimal, calm, spacious, soft, modern",open,sans-serif,minimalist,0.81
Awwwards,,Abhishek Jha,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a17d1766b54711825773.png,https://www.awwwards.com/sites/abhishek-jha-folio-25,"Muted, balanced website with understated colors and uncluttered, minimal layout.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimal,0.82
Awwwards,,izum-digital,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c2a559b4beb433243248.png,https://www.awwwards.com/sites/izum,"Understated website with muted colors, balanced spacing, and a neutral, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,modern,0.82
Awwwards,,Made by ON,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68d4103692d21626375230.png,https://www.awwwards.com/sites/air-inc,"Understated website with muted palette and balanced negative space for a calm, minimal mood.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,PLEO,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c3ea07a9cdb964029041.jpg,https://www.awwwards.com/sites/novobudowa,"Understated website with muted palette and balanced negative space for a calm, minimal mood.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Studio Gaufrettes,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c8246cdc295994385486.jpg,https://www.awwwards.com/sites/whats-your-entrepreneur-type,"Muted palette and balanced spacing create a clean, uncluttered web layout.",[],"minimal, clean, spacious, calm",unknown,sans-serif,minimal,0.82
Awwwards,,Jota Marques,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/6887ebfa10635416071980.jpg,https://www.awwwards.com/sites/paisana-house,"Understated website with muted palette and balanced negative space for a calm, minimal mood.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,ADELT Agency,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c1e18c71198682950301.png,https://www.awwwards.com/sites/keytom,"Muted, open composition with understated tones and undefined spacious layout.",[],"minimal, calm, spacious, soft",open,sans-serif,minimalist,0.82
Awwwards,,,,,,,"Understated website with muted palette and balanced negative space for a calm, minimal mood.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Creative Ventures,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c17159bae55951581260.png,https://www.awwwards.com/sites/creative-ventures,"Muted, indeterminate layout with undefined color palette and structure.",[],"minimal, experimental, soft",unknown,unknown,experimental,0.45
Awwwards,,Soleil Noir,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68bedb53335ae268345613.jpg,https://www.awwwards.com/sites/essentiality-of-beauty,"Muted, minimal website with understated colors and balanced, uncluttered layout.",[],"minimal, calm, clean, spacious",unknown,sans-serif,modern,0.82
Awwwards,,Spring/Summer,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/6894b00c35f5f682358209.jpg,https://www.awwwards.com/sites/nitex,"Understated website with muted colors, balanced spacing, and an orderly, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Adrian Red,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68bfee2514619398961212.jpg,https://www.awwwards.com/sites/cyber-city-orion,"Muted, undefined website layout with unspecified color palette and structure.",[],"minimal, clean, spacious",unknown,unknown,minimal,0.45
Awwwards,,Martin Laxenaire,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c033a6d2ede917399350.jpg,https://www.awwwards.com/sites/martin-laxenaire-25-portfolio,"Muted, indeterminate web composition with undefined layout and color palette.",[],"minimal, experimental, soft",unknown,unknown,experimental,0.45
Awwwards,,Maxence Lehee,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c05bd53ef3c012942814.jpg,https://www.awwwards.com/sites/h-jeunecrack,"Muted, undefined website layout with unspecified color palette and structure.",[],"minimal, clean, spacious, experimental",unknown,unknown,minimal,0.45
Awwwards,,FUTURE THREE®,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a4e1cd777b2979505941.png,https://www.awwwards.com/sites/future-three-r,"Understated website with muted colors, balanced spacing, and an orderly, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.82
Awwwards,,Altalogy,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68bffba94c0fd194793552.jpg,https://www.awwwards.com/sites/cofounder-1,"Muted palette with balanced spacing and an understated, orderly composition.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,sa-design,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c0314da59ed549520880.jpg,https://www.awwwards.com/sites/litecom,"Muted, indeterminate website layout with undefined color palette and structure.",[],"minimal, experimental, soft",unknown,unknown,experimental,0.45
Awwwards,,Seth Lukin,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c2004480514484698445.png,https://www.awwwards.com/sites/seth-lukin,"Understated website with muted colors, balanced negative space, and a minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.82
Awwwards,,Tubik,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/6899dd0820bcc589344120.png,https://www.awwwards.com/sites/der-baukasten,"Muted, minimal website with understated colors and balanced, uncluttered layout.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimal,0.82
Awwwards,,Kommigraphics,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68bede0fd5ac6054009265.jpg,https://www.awwwards.com/sites/minas-designs-2,"Muted, undefined website layout with unspecified color palette and structure.",[],"minimal, clean, spacious",unknown,unknown,minimal,0.45
Awwwards,,Mantis,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68c64e4e483c8907475446.png,https://www.awwwards.com/sites/mantis,"Muted, open composition with subdued tones and undefined spacious layout.",[],"minimal, calm, spacious, soft",open,sans-serif,minimalist,0.82
Awwwards,,ToyFight,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689b38d469b84288212894.jpg,https://www.awwwards.com/sites/pantheon-media-group,"Subdued, neutral website with a muted layout and understated mood.",[],"minimal, calm, soft, clean",unknown,sans-serif,minimal,0.78
Awwwards,,Uprock,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68bedfb4efab5630741430.jpg,https://www.awwwards.com/sites/atom-watch,"Muted, minimal website with balanced spacing and understated visuals.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.78
Awwwards,,Readymag,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68beb965a6242233518233.jpg,https://www.awwwards.com/sites/readymag-on-tiktok,"Muted, indeterminate website layout with undefined color palette and structure.",[],"minimal, experimental, soft, clean",unknown,sans-serif,experimental,0.55
Awwwards,,Bazil.,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68befaf3f1828356026865.jpg,https://www.awwwards.com/sites/paul-taylor-comedy,"Muted, balanced web composition with understated tones and uncluttered minimal layout.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimal,0.82
Awwwards,,Beaucoup.,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/68750ab93af1b190757225.jpg,https://www.awwwards.com/sites/caeli-energie,"Muted, minimal website with understated colors and balanced, uncluttered layout.",[],"minimal, calm, clean, spacious",unknown,sans-serif,modern,0.82
Awwwards,,Stefan Vitasovic,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/6895d2f63b73b314594587.png,https://www.awwwards.com/sites/stefan-vitasovic-portfolio25,"Muted, open composition with understated tones and undefined spacious layout.",[],"minimal, calm, spacious, soft",open,sans-serif,minimalist,0.82
Awwwards,,Artemii Lebedev,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68bc463f1fc21866902358.png,https://www.awwwards.com/sites/brant,"Muted, neutral website with undefined structure and minimal color presence.",[],"minimal, neutral, clean, spacious",unknown,sans-serif,minimal,0.68
Awwwards,,thegreentale,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68bdbdad2a5fe717255978.png,https://www.awwwards.com/sites/bleeding-disorders-by-junction,"Muted palette with balanced spacing and an understated, orderly composition.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Owi Sixseven,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68bc9210b651e528631611.png,https://www.awwwards.com/sites/tuyo-banking-from-the-future,"Muted, minimal website with understated colors and balanced, uncluttered layout.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimalist,0.85
Awwwards,,Vide Infra,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689cb78593454973880666.png,https://www.awwwards.com/sites/madar,"Muted, spacious layout with understated tones for a calm and neutral mood.",[],"calm, minimal, spacious, clean",unknown,sans-serif,minimal,0.85
Awwwards,,HOLOGRAPHIK,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a33b166666c364775354.png,https://www.awwwards.com/sites/walrus,"Muted, indeterminate website layout with undefined structure and color palette.",[],"minimal, experimental, soft, clean",unknown,sans-serif,experimental,0.45
Awwwards,,Emele Collab,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68bb0f922b7e5451392469.jpg,https://www.awwwards.com/sites/emele-collab,"Muted palette and balanced spacing create a clean, minimal, and uncluttered web composition.",[],"minimal, clean, spacious, calm",unknown,sans-serif,minimalist,0.87
