source,title,author,price,tags,image,url,ai_caption,primary_hex,primary_descriptor,ai_palette,image_confidence
Lapa Ninja (Post),LFG,BLOCKCHAIN,,,https://cdn.lapa.ninja/assets/images/1x/lfg-cash-thumb.webp,https://www.lapa.ninja/post/lfg-cash/,"Minimalist layout with a neutral tone, featuring a clean design and subtle visual elements.",,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#999999""]",0.5
Lapa Ninja (Post),Sugar,HEALTH FITNESS,,,https://cdn.lapa.ninja/assets/images/1x/sugar-thumb.webp,https://www.lapa.ninja/post/sugar/,Energetic health post with a vibrant palette and dynamic layout.,,bright and lively,"[""#ffcc00"", ""#ff6600"", ""#ff3300"", ""#ffffff""]",0.5
Lapa Ninja (Post),Todoist,PRODUCTIVITY,,,https://cdn.lapa.ninja/assets/images/1x/todoist-5-thumb.webp,https://www.lapa.ninja/post/todoist-5/,Productivity-focused layout with a clean design and a vibrant color scheme.,,bright and energetic,"[""#ff4b4b"", ""#ffffff"", ""#f0f0f0"", ""#000000""]",0.5
Lapa Ninja (Post),Jose Ocando,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/joseocando-thumb.webp,https://www.lapa.ninja/post/joseocando/,Minimalist portfolio showcasing a clean layout with a neutral color tone.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Accordion,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/accordion-thumb.webp,https://www.lapa.ninja/post/accordion/,Minimalist accordion layout with a neutral tone and clean design elements.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#e0e0e0"", ""#cccccc""]",0.5
Lapa Ninja (Post),Alastair Strong Studio,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/alastairstrong-thumb.webp,https://www.lapa.ninja/post/alastairstrong/,Minimalist studio website with a neutral palette and clean layout emphasizing imagery.,,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),FEASTIE,EVENT,,,https://cdn.lapa.ninja/assets/images/1x/feastie-thumb.webp,https://www.lapa.ninja/post/feastie/,"Inviting food platform with warm tones and a clean, minimal layout.",,warm beige,"[""#f5f5dc"", ""#d2b48c"", ""#fff8dc"", ""#ffe4b5""]",0.5
Lapa Ninja (Post),Matrix,VENTURES,,,https://cdn.lapa.ninja/assets/images/1x/matrix-thumb.webp,https://www.lapa.ninja/post/matrix/,"Futuristic design with a dark palette and grid layout, emphasizing technology.",,dark gray,"[""#000000"", ""#1a1a1a"", ""#333333"", ""#ffffff""]",0.5
Lapa Ninja (Post),Lithic,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/lithic-2-thumb.webp,https://www.lapa.ninja/post/lithic-2/,Minimalist design with earthy tones and a clean layout emphasizing simplicity.,,earthy tones,"[""#d9c9b6"", ""#a8a39d"", ""#f5f5f5"", ""#4b3c31""]",0.5
Lapa Ninja (Post),Oddit,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/oddit-thumb.webp,https://www.lapa.ninja/post/oddit/,"Minimalist design with a neutral palette and spacious layout, emphasizing simplicity.",,neutral tones,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#999999""]",0.5
Lapa Ninja (Post),Linda Ikechukwu,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/lindaikechukwu-thumb.webp,https://www.lapa.ninja/post/lindaikechukwu/,Minimalist portfolio layout with a neutral tone and clean design elements.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Tinyman,TECHNOLOGY,,,https://cdn.lapa.ninja/assets/images/1x/tinyman-thumb.webp,https://www.lapa.ninja/post/tinyman/,"Minimalist design with a neutral tone and clean layout, emphasizing simplicity.",,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#999999""]",0.5
Lapa Ninja (Post),Drex,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/drex-thumb.webp,https://www.lapa.ninja/post/drex/,Minimalist portfolio layout with a neutral tone and clean design elements.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Thibaut Crépelle,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/thibaut-thumb.webp,https://www.lapa.ninja/post/thibaut/,Minimalist portfolio showcasing a serene aesthetic with a neutral color tone.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Anyways,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/anyways-thumb.webp,https://www.lapa.ninja/post/anyways/,"Minimalist layout with a serene mood, featuring a soft color palette and clean typography.",,soft neutral,"[""#f0f0f0"", ""#ffffff"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Litebox,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/litebox-thumb.webp,https://www.lapa.ninja/post/litebox/,"Minimalist layout with a serene mood, featuring a soft color palette and clean lines.",,soft neutral,"[""#f0f0f0"", ""#ffffff"", ""#d9d9d9"", ""#cccccc""]",0.5
Lapa Ninja (Post),STR8FIRE,WEB3,,,https://cdn.lapa.ninja/assets/images/1x/str8fire-thumb.webp,https://www.lapa.ninja/post/str8fire/,Dynamic web3 showcase with vibrant tones and a bold layout.,,vibrant,"[""#ff5733"", ""#33c1ff"", ""#f1c40f"", ""#8e44ad""]",0.5
Lapa Ninja (Post),Zero Studios,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/zero-2-thumb.webp,https://www.lapa.ninja/post/zero-2/,"Modern studio showcase with a neutral palette and clean, spacious layout.",,neutral tones,"[""#f0f0f0"", ""#cccccc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),Due,FINTECH,,,https://cdn.lapa.ninja/assets/images/1x/opendue-thumb.webp,https://www.lapa.ninja/post/opendue/,Minimalist fintech post with a neutral tone and clean layout.,,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#999999""]",0.5
Lapa Ninja (Post),Bike Time,ECOMMERCE,,,https://cdn.lapa.ninja/assets/images/1x/bike-time-thumb.webp,https://www.lapa.ninja/post/bike-time/,Dynamic e-commerce layout with a vibrant color scheme and engaging visuals.,,bright and energetic,"[""#ff5733"", ""#33c1ff"", ""#ffc300"", ""#c70039""]",0.5
Lapa Ninja (Post),Underline Colorado Springs,ILLUSTRATION,,,https://cdn.lapa.ninja/assets/images/1x/underline-thumb.webp,https://www.lapa.ninja/post/underline/,Playful illustration site with vibrant colors and a whimsical layout.,,bright and playful,"[""#ffcc00"", ""#ff6699"", ""#66ccff"", ""#ff3366""]",0.5
Lapa Ninja (Post),Guts Agency,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/guts-thumb.webp,https://www.lapa.ninja/post/guts/,"Modern agency showcase with a vibrant color palette and clean, minimal layout.",,bright and energetic,"[""#ff6f61"", ""#6b5b95"", ""#88b04b"", ""#f7cac9""]",0.5
Lapa Ninja (Post),tbh,CORPORATE,,,https://cdn.lapa.ninja/assets/images/1x/tbh-thumb.webp,https://www.lapa.ninja/post/tbh/,"Minimalist layout with a neutral tone, featuring a clean design and subtle visual elements.",,neutral,"[""#ffffff"", ""#f0f0f0"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Little Plains,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/littleplains-thumb.webp,https://www.lapa.ninja/post/littleplains/,Serene design showcasing soft tones with a minimal layout and natural elements.,,soft neutral,"[""#f0e5d8"", ""#d9cfc4"", ""#b7a99a"", ""#a89f8d""]",0.5
Lapa Ninja (Post),BYPG,CORPORATE,,,https://cdn.lapa.ninja/assets/images/1x/bypg-thumb.webp,https://www.lapa.ninja/post/bypg/,"Corporate website with a clean layout, featuring a muted color palette and minimalistic design elements.",,neutral tones,"[""#f0f0f0"", ""#cccccc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),The Modern Dentist,HEALTH FITNESS,,,https://cdn.lapa.ninja/assets/images/1x/themoderndentist-thumb.webp,https://www.lapa.ninja/post/themoderndentist/,Contemporary dental site with a clean layout and neutral tones for a professional feel.,,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#d9d9d9"", ""#b0b0b0""]",0.5
Lapa Ninja (Post),SĀDH,FASHION,,,https://cdn.lapa.ninja/assets/images/1x/sadh-thumb.webp,https://www.lapa.ninja/post/sadh/,Minimalist fashion post with a neutral palette and clean layout emphasizing imagery.,,neutral tones,"[""#f5f5f5"", ""#dcdcdc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),Tricky Knot,CORPORATE,,,https://cdn.lapa.ninja/assets/images/1x/trickyknot-thumb.webp,https://www.lapa.ninja/post/trickyknot/,"Minimalist design with a neutral palette and a clean, spacious layout.",,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Fasset,APP,,,https://cdn.lapa.ninja/assets/images/1x/fasset-thumb.webp,https://www.lapa.ninja/post/fasset/,"Minimalist design with a neutral tone, featuring a clean layout and subtle visual elements.",,neutral gray,"[""#f0f0f0"", ""#cccccc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),Krepling,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/krepling-thumb.webp,https://www.lapa.ninja/post/krepling/,Minimalist SaaS interface with a clean layout and neutral color tones.,,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#333333""]",0.5
Lapa Ninja (Post),DES,COURSE,,,https://cdn.lapa.ninja/assets/images/1x/des-by-obys-thumb.webp,https://www.lapa.ninja/post/des-by-obys/,Minimalist design showcase with a neutral palette and clean layout.,,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#d9d9d9"", ""#000000""]",0.5
Lapa Ninja (Post),Bihua,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/bihua-thumb.webp,https://www.lapa.ninja/post/bihua/,Minimalist design showcasing a serene mood with a soft color palette and spacious layout.,,soft neutral,"[""#f0f0f0"", ""#d9d9d9"", ""#ffffff"", ""#cccccc""]",0.5
Lapa Ninja (Post),Léonard Oliviéro,PHOTOGRAPHY,,,https://cdn.lapa.ninja/assets/images/1x/leonardoliviero-thumb.webp,https://www.lapa.ninja/post/leonardoliviero/,Minimalist photography showcase with a neutral tone and clean layout.,,neutral,"[""#ffffff"", ""#000000"", ""#cccccc"", ""#f0f0f0""]",0.5
Lapa Ninja (Post),Superhuman,MAIL,,,https://cdn.lapa.ninja/assets/images/1x/superhuman-thumb.webp,https://www.lapa.ninja/post/superhuman/,"Minimalist layout with a sleek, modern vibe and a focus on productivity.",,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#000000"", ""#007aff""]",0.5
Lapa Ninja (Post),Revenant,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/revenant-thumb.webp,https://www.lapa.ninja/post/revenant/,Mysterious design with dark tones and a minimalist layout emphasizing visual storytelling.,,dark and moody,"[""#000000"", ""#333333"", ""#666666"", ""#ffffff""]",0.5
Lapa Ninja (Post),Figma,DESIGN TOOLS,,,https://cdn.lapa.ninja/assets/images/1x/figma-5-thumb.webp,https://www.lapa.ninja/post/figma-5/,Minimalist design tool showcase with a clean layout and neutral tones.,,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#333333""]",0.5
Lapa Ninja (Post),CargoKite,BUSINESS,,,https://cdn.lapa.ninja/assets/images/1x/cargokite-thumb.webp,https://www.lapa.ninja/post/cargokite/,Innovative logistics site with a clean layout and a neutral color tone.,,neutral gray,"[""#f0f0f0"", ""#cccccc"", ""#333333"", ""#ffffff""]",0.5
Lapa Ninja (Post),Kanak,ECOMMERCE,,,https://cdn.lapa.ninja/assets/images/1x/kanaknaturals-thumb.webp,https://www.lapa.ninja/post/kanaknaturals/,"Natural wellness site with earthy tones and a clean, minimal layout.",,earthy green,"[""#a8d5ba"", ""#f0f4f8"", ""#ffffff"", ""#d9e4d8""]",0.5
Lapa Ninja (Post),Mercury,FINTECH,,,https://cdn.lapa.ninja/assets/images/1x/mercury-thumb.webp,https://www.lapa.ninja/post/mercury/,Minimalist fintech post with a clean layout and neutral tones.,,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#999999""]",0.5
Lapa Ninja (Post),Babes by Petra Voice,NFT,,,https://cdn.lapa.ninja/assets/images/1x/babes-thumb.webp,https://www.lapa.ninja/post/babes/,Playful NFT showcase with vibrant tones and a dynamic layout featuring bold imagery.,,vibrant tones,"[""#ff6f61"", ""#6b5b95"", ""#88b04b"", ""#f7cac9""]",0.5
Lapa Ninja (Post),Sonar,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/sonarmusic-thumb.webp,https://www.lapa.ninja/post/sonarmusic/,Energetic music site with vibrant colors and a dynamic layout.,,vibrant,"[""#ff5733"", ""#33c1ff"", ""#ff33a1"", ""#f3ff33""]",0.5
Lapa Ninja (Post),METALWORKS,ECOMMERCE,,,https://cdn.lapa.ninja/assets/images/1x/metalworks-thumb.webp,https://www.lapa.ninja/post/metalworks/,"Industrial-themed layout with a dark palette and metallic accents, evoking strength and durability.",,dark gray,"[""#333333"", ""#555555"", ""#777777"", ""#999999""]",0.5
Lapa Ninja (Post),Bored Cow,FOOD DRINKS,,,https://cdn.lapa.ninja/assets/images/1x/tryboredcow-thumb.webp,https://www.lapa.ninja/post/tryboredcow/,Casual food blog post with a warm beige palette and simple layout.,,warm beige,"[""#f5f5dc"", ""#d2b48c"", ""#fff8dc"", ""#deb887""]",0.5
Lapa Ninja (Post),Podscan.fm,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/podscan-thumb.webp,https://www.lapa.ninja/post/podscan/,Minimalist audio platform with a clean layout and a neutral color tone.,,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#333333""]",0.5
Lapa Ninja (Post),Clarisse Michard,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/clarissemichard-thumb.webp,https://www.lapa.ninja/post/clarissemichard/,Minimalist portfolio showcasing a serene mood with a neutral color palette and clean layout.,,neutral tones,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#999999""]",0.5
Lapa Ninja (Post),XOTC,FINTECH,,,https://cdn.lapa.ninja/assets/images/1x/xotc-thumb.webp,https://www.lapa.ninja/post/xotc/,Minimalist fintech design with a neutral tone and clean layout.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#e0e0e0"", ""#cccccc""]",0.5
Lapa Ninja (Post),Zenith VC,VENTURES,,,https://cdn.lapa.ninja/assets/images/1x/zenithvc-thumb.webp,https://www.lapa.ninja/post/zenithvc/,Modern venture capital site with a sleek layout and neutral tones.,,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Planpoint,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/planpoint-thumb.webp,https://www.lapa.ninja/post/planpoint/,Minimalist SaaS interface with a clean layout and neutral color tones.,,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#333333""]",0.5
Lapa Ninja (Post),Planhat,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/planhat-thumb.webp,https://www.lapa.ninja/post/planhat/,Professional SaaS interface with a clean layout and a muted color palette.,,neutral tones,"[""#f0f4f8"", ""#ffffff"", ""#e0e0e0"", ""#c0c0c0""]",0.5
Lapa Ninja (Post),Workflow,PRODUCTIVITY,,,https://cdn.lapa.ninja/assets/images/1x/workflow-thumb.webp,https://www.lapa.ninja/post/workflow/,Organized workflow post with a clean layout and neutral tones for clarity.,,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#333333""]",0.5
Lapa Ninja (Post),PILOT.REPUBLIK,CORPORATE,,,https://cdn.lapa.ninja/assets/images/1x/pilot-republic-thumb.webp,https://www.lapa.ninja/post/pilot-republic/,"Corporate site with a neutral tone, featuring a clean layout and minimalistic design elements.",,neutral gray,"[""#f0f0f0"", ""#cccccc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),Axis,FINANCE,,,https://cdn.lapa.ninja/assets/images/1x/axis-thumb.webp,https://www.lapa.ninja/post/axis/,"Minimalist finance site with a clean layout and neutral tones, emphasizing clarity.",,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#e0e0e0"", ""#cccccc""]",0.5
Lapa Ninja (Post),Acctual,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/acctual-thumb.webp,https://www.lapa.ninja/post/acctual/,Minimalist SaaS interface with a clean layout and neutral tones.,,neutral,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#333333""]",0.5
Lapa Ninja (Post),Just Salad,FOOD DRINKS,,,https://cdn.lapa.ninja/assets/images/1x/justsalad-thumb.webp,https://www.lapa.ninja/post/justsalad/,Fresh and vibrant food post with a lively green palette and clean layout.,,vibrant green,"[""#4caf50"", ""#a5d6a7"", ""#ffffff"", ""#f0f4c3""]",0.5
Lapa Ninja (Post),ANAI,BUSINESS,,,https://cdn.lapa.ninja/assets/images/1x/anaiwood-thumb.webp,https://www.lapa.ninja/post/anaiwood/,"Minimalist design with a warm beige palette and a clean, spacious layout.",,warm beige,"[""#f5f5dc"", ""#dcdcdc"", ""#ffffff"", ""#a52a2a""]",0.5
Lapa Ninja (Post),Contra,FREELANCE,,,https://cdn.lapa.ninja/assets/images/1x/contra-4-thumb.webp,https://www.lapa.ninja/post/contra-4/,"Minimalist design with a neutral tone and clean layout, emphasizing simplicity.",,neutral,"[""#ffffff"", ""#f0f0f0"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Uizard,DESIGN TOOLS,,,https://cdn.lapa.ninja/assets/images/1x/uizard-2-thumb.webp,https://www.lapa.ninja/post/uizard-2/,Minimalist design tool showcase with a clean layout and soft color tones.,,soft neutral,"[""#f0f0f0"", ""#ffffff"", ""#e0e0e0"", ""#d0d0d0""]",0.5
Lapa Ninja (Post),Okay Dev,SOCIAL MEDIA,,,https://cdn.lapa.ninja/assets/images/1x/okaydev-thumb.webp,https://www.lapa.ninja/post/okaydev/,Minimalist design with a neutral palette and a clean layout emphasizing content.,,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),FOLLOW,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/followarchitecture-thumb.webp,https://www.lapa.ninja/post/followarchitecture/,Minimalist architecture showcase with a neutral palette and clean layout.,,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#d9d9d9"", ""#bfbfbf""]",0.5
Lapa Ninja (Post),Flow,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/justgowiththeflow-thumb.webp,https://www.lapa.ninja/post/justgowiththeflow/,Serene design showcasing a fluid layout with a soft color palette and minimalistic elements.,,soft neutral,"[""#f0f0f0"", ""#d9d9d9"", ""#ffffff"", ""#cccccc""]",0.5
Lapa Ninja (Post),Feast Studio,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/feast-thumb.webp,https://www.lapa.ninja/post/feast/,Minimalist studio showcase with warm beige tones and a clean layout.,,warm beige,"[""#f5f5dc"", ""#dcdcdc"", ""#ffffff"", ""#e0e0e0""]",0.5
Lapa Ninja (Post),QuadroDesign,HOME LIVING,,,https://cdn.lapa.ninja/assets/images/1x/quadrodesign-thumb.webp,https://www.lapa.ninja/post/quadrodesign/,Modern home living showcase with a neutral palette and clean layout emphasizing design elements.,,neutral tones,"[""#f5f5f5"", ""#cccccc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),Nike Winter ‘24,FASHION,,,https://cdn.lapa.ninja/assets/images/1x/nikewinter24-thumb.webp,https://www.lapa.ninja/post/nikewinter24/,Sporty winter collection with a cool tone and minimalistic layout emphasizing performance.,,cool gray,"[""#a0a0a0"", ""#ffffff"", ""#000000"", ""#f0f0f0""]",0.5
Lapa Ninja (Post),Fly,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/fly-2-thumb.webp,https://www.lapa.ninja/post/fly-2/,"Minimalist layout with a serene mood, featuring a soft color palette and clean design elements.",,soft neutral,"[""#f0f0f0"", ""#ffffff"", ""#e0e0e0"", ""#d0d0d0""]",0.5
Lapa Ninja (Post),Paper + Land,ECOMMERCE,,,https://cdn.lapa.ninja/assets/images/1x/paperandland-thumb.webp,https://www.lapa.ninja/post/paperandland/,Minimalist e-commerce site with earthy tones and a clean layout emphasizing product imagery.,,earthy tones,"[""#d9c9b6"", ""#a8a49d"", ""#f4f1e6"", ""#b2a99c""]",0.5
Lapa Ninja (Post),Juxtapose,CORPORATE,,,https://cdn.lapa.ninja/assets/images/1x/juxtapose-thumb.webp,https://www.lapa.ninja/post/juxtapose/,"Minimalist design with a neutral palette and a clean, structured layout.",,neutral tones,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#999999""]",0.5
Lapa Ninja (Post),ORBIT,ENTERTAINMENT,,,https://cdn.lapa.ninja/assets/images/1x/orbitaudiovisuals-thumb.webp,https://www.lapa.ninja/post/orbitaudiovisuals/,Dynamic audiovisual showcase with a vibrant color palette and engaging layout.,,vibrant,"[""#ff5733"", ""#33c1ff"", ""#ff33a1"", ""#33ff57""]",0.5
Lapa Ninja (Post),Allfeat,BLOCKCHAIN,,,https://cdn.lapa.ninja/assets/images/1x/allfeat-thumb.webp,https://www.lapa.ninja/post/allfeat/,"Minimalist layout with a neutral tone, featuring a clean design and subtle visual elements.",,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#999999""]",0.5
Lapa Ninja (Post),Huly,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/huly-thumb.webp,https://www.lapa.ninja/post/huly/,Minimalist SaaS landing page with a clean layout and neutral tones.,,neutral tones,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#333333""]",0.5
Lapa Ninja (Post),Hatch,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/hatch-fm-thumb.webp,https://www.lapa.ninja/post/hatch-fm/,Minimalist SaaS interface with a clean layout and soft color tones.,,soft neutral,"[""#f0f0f0"", ""#ffffff"", ""#e0e0e0"", ""#d0d0d0""]",0.5
Lapa Ninja (Post),Kevin Mao,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/kmao-thumb.webp,https://www.lapa.ninja/post/kmao/,Minimalist portfolio showcasing a clean layout with a neutral color tone.,,neutral gray,"[""#ffffff"", ""#f0f0f0"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Linear,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/linear-4-thumb.webp,https://www.lapa.ninja/post/linear-4/,"Minimalist layout with a serene mood, featuring a soft color palette and clean lines.",,soft gray,"[""#f0f0f0"", ""#d9d9d9"", ""#ffffff"", ""#cccccc""]",0.5
Lapa Ninja (Post),Siddharth,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/itsiddharth-thumb.webp,https://www.lapa.ninja/post/itsiddharth/,Minimalist portfolio layout with a neutral tone and clean design elements.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Sebastiaan de With,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/sdw-thumb.webp,https://www.lapa.ninja/post/sdw/,Minimalist portfolio showcasing a modern aesthetic with a neutral color palette.,,neutral tones,"[""#ffffff"", ""#f0f0f0"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Refokus,AGENCY,,,https://cdn.lapa.ninja/assets/images/1x/refokus-thumb.webp,https://www.lapa.ninja/post/refokus/,"Minimalist design with a neutral palette and a clean, spacious layout.",,neutral tones,"[""#f5f5f5"", ""#e0e0e0"", ""#ffffff"", ""#cccccc""]",0.5
Lapa Ninja (Post),All You Can Design,PORTFOLIO,,,https://cdn.lapa.ninja/assets/images/1x/allyoucan-thumb.webp,https://www.lapa.ninja/post/allyoucan/,Minimalist design showcase with a clean layout and neutral tones.,,neutral,"[""#ffffff"", ""#f0f0f0"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Liveblocks,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/liveblocks-3-thumb.webp,https://www.lapa.ninja/post/liveblocks-3/,Modern SaaS interface with a clean layout and a neutral color tone.,,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#333333""]",0.5
Lapa Ninja (Post),Decoding Bio,CORPORATE,,,https://cdn.lapa.ninja/assets/images/1x/decodingbio-thumb.webp,https://www.lapa.ninja/post/decodingbio/,"Corporate post with a neutral tone, featuring a clean layout and minimalistic design elements.",,neutral gray,"[""#f0f0f0"", ""#cccccc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),Pirsch,SAAS,,,https://cdn.lapa.ninja/assets/images/1x/pirsch-2-thumb.webp,https://www.lapa.ninja/post/pirsch-2/,Minimalist SaaS interface with a neutral tone and clean layout.,,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#333333""]",0.5
Lapa Ninja (Post),Charter Wallet,APP,,,https://cdn.lapa.ninja/assets/images/1x/charterlabs-thumb.webp,https://www.lapa.ninja/post/charterlabs/,Minimalist wallet design with a sleek layout and a neutral color tone.,,neutral gray,"[""#f0f0f0"", ""#cccccc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),OpenServ,ARTIFICIAL INTELLIGENCE,,,https://cdn.lapa.ninja/assets/images/1x/openserv-thumb.webp,https://www.lapa.ninja/post/openserv/,Minimalist service platform with a clean layout and neutral tones.,,neutral gray,"[""#f0f0f0"", ""#ffffff"", ""#cccccc"", ""#333333""]",0.5
Lapa Ninja (Post),Impilo,HEALTH FITNESS,,,https://cdn.lapa.ninja/assets/images/1x/impilo-thumb.webp,https://www.lapa.ninja/post/impilo/,Energetic health-focused layout with a vibrant color scheme and engaging imagery.,,dynamic green,"[""#4caf50"", ""#ffffff"", ""#f0f0f0"", ""#e0e0e0""]",0.5
Lapa Ninja (Post),Colin & Samir,STUDIO,,,https://cdn.lapa.ninja/assets/images/1x/colinandsamir-thumb.webp,https://www.lapa.ninja/post/colinandsamir/,Casual and engaging layout with a warm beige palette and inviting imagery.,,warm beige,"[""#f5f5dc"", ""#dcdcdc"", ""#ffffff"", ""#000000""]",0.5
Lapa Ninja (Post),207ouest,ECOMMERCE,,,https://cdn.lapa.ninja/assets/images/1x/207ouest-thumb.webp,https://www.lapa.ninja/post/207ouest/,Minimalist eCommerce site with a neutral palette and clean layout emphasizing product imagery.,,neutral tones,"[""#f5f5f5"", ""#ffffff"", ""#000000"", ""#cccccc""]",0.5
Lapa Ninja (Post),Guy Morgan,BEAUTY,,,https://cdn.lapa.ninja/assets/images/1x/guy-morgan-thumb.webp,https://www.lapa.ninja/post/guy-morgan/,"Minimalist layout with a neutral tone, featuring a soft color palette and clean design elements.",,neutral,"[""#ffffff"", ""#f0f0f0"", ""#e0e0e0"", ""#d0d0d0""]",0.5
Lapa Ninja (Post),Apron,PRODUCTIVITY,,,https://cdn.lapa.ninja/assets/images/1x/getapron-thumb.webp,https://www.lapa.ninja/post/getapron/,Minimalist design with a warm beige tone and a simple layout focused on product presentation.,,warm beige,"[""#f5f5dc"", ""#d3c6a8"", ""#ffffff"", ""#e0e0e0""]",0.5
