source,title,url,image,dominant_colors,color_weights,primary_hex,primary_descriptor,elements,mood_keywords,confidence,caption,tags,cluster
Lapa Ninja (Post),Better Off Studio,https://www.lapa.ninja/post/betteroff-studio/,https://cdn.lapa.ninja/assets/images/1x/betteroff-studio-thumb.webp,"[""#e5e7df"", ""#1f2121""]","{""#e5e7df"": 0.8268, ""#1f2121"": 0.1033}",#e5e7df,light muted green,"pricing cards, large typography, sidebar, rounded buttons, grid layout, split screen","modern, professional, futuristic",0.75,Modern split screen layout with light muted green background and large typography.,"modern, professional, light, grid, sidebar, rounded-buttons",0
Lapa Ninja (Post),Eclipse,https://www.lapa.ninja/post/eclipse-xyz/,https://cdn.lapa.ninja/assets/images/1x/eclipse-xyz-thumb.webp,"[""#a1faa0"", ""#fdfffd""]","{""#a1faa0"": 0.2963, ""#fdfffd"": 0.2913}",#a1faa0,bright green,"grid layout, large typography, chart, icon list, sidebar, data table","minimal, modern, futuristic",0.65,Minimal grid layout with bright green typography and a structured sidebar.,"minimal, modern, bright-green, grid, sidebar, typography",4
Lapa Ninja (Post),SNEAKER,https://www.lapa.ninja/post/sneaker/,https://cdn.lapa.ninja/assets/images/1x/sneaker-thumb.webp,"[""#cacccc"", ""#fefefe""]","{""#cacccc"": 0.6329, ""#fefefe"": 0.2198}",#cacccc,light gray,"large typography, sidebar, search bar, footer, avatar, video background","creative, artistic, minimal",0.75,Creative layout with light gray background featuring large typography and a video background.,"creative, minimal, light-gray, typography, video, sidebar",6
Lapa Ninja (Post),Be The Buzz,https://www.lapa.ninja/post/bethebuzz/,https://cdn.lapa.ninja/assets/images/1x/bethebuzz-thumb.webp,"[""#140327"", ""#fcfcfd""]","{""#140327"": 0.2042, ""#fcfcfd"": 0.5601}",#140327,dark bright purple,"footer, large typography, grid layout, rounded buttons, sidebar, pricing cards","professional, futuristic, modern",0.6,Professional grid layout with dark bright purple typography and rounded buttons.,"professional, modern, dark-purple, grid, rounded-buttons, typography, futuristic",7
Lapa Ninja (Post),Clay,https://www.lapa.ninja/post/clay-com/,https://cdn.lapa.ninja/assets/images/1x/clay-com-thumb.webp,"[""#cfd8fb"", ""#f9f9f9""]","{""#cfd8fb"": 0.3946, ""#f9f9f9"": 0.5401}",#cfd8fb,light bright blue,"large typography, rounded buttons, search bar, top navigation, cta button, footer","modern, minimal, futuristic",0.7,Modern layout with light bright blue accents and large typography.,"modern, minimal, light-blue, typography, rounded-buttons, cta",1
Lapa Ninja (Post),DAILY BRANDING,https://www.lapa.ninja/post/dailybranding/,https://cdn.lapa.ninja/assets/images/1x/dailybranding-thumb.webp,"[""#040404"", ""#6e63e2""]","{""#040404"": 0.3196, ""#6e63e2"": 0.2962}",#040404,dark neutral,"large typography, split screen, sidebar, video background, search bar, grid layout","futuristic, creative, bold",0.66,Bold split screen layout with dark neutral tones and large typography.,"futuristic, creative, dark, split-screen, typography, grid",5
Lapa Ninja (Post),Watson,https://www.lapa.ninja/post/watson-2/,https://cdn.lapa.ninja/assets/images/1x/watson-2-thumb.webp,"[""#fefefe"", ""#040404""]","{""#fefefe"": 0.8917, ""#040404"": 0.0579}",#fefefe,light neutral,"sidebar, large typography, icon list, two-column layout, feature list, top navigation","creative, professional, artistic",0.75,Professional two-column layout with dark typography and a prominent sidebar.,"professional, creative, dark, two-column, sidebar, typography",1
Lapa Ninja (Post),Standard Equipment,https://www.lapa.ninja/post/standardequipment/,https://cdn.lapa.ninja/assets/images/1x/standardequipment-thumb.webp,"[""#e2e1e1"", ""#d37f26""]","{""#e2e1e1"": 0.8163, ""#d37f26"": 0.0718}",#e2e1e1,light gray,"large typography, grid layout, icon list, data table, rounded buttons, search bar","modern, minimal, creative",0.75,Modern grid layout with light gray background and large typography.,"modern, minimal, light-gray, grid, typography, rounded-buttons",3
Lapa Ninja (Post),Super Hello,https://www.lapa.ninja/post/superhello/,https://cdn.lapa.ninja/assets/images/1x/superhello-thumb.webp,"[""#f7ca49"", ""#ee98e3""]","{""#f7ca49"": 0.4533, ""#ee98e3"": 0.337}",#f7ca49,bright orange,"large typography, grid layout, rounded buttons, sidebar, footer, top navigation","futuristic, modern, retro",0.73,Modern grid layout with bright orange typography and rounded buttons.,"modern, grid, bright-orange, rounded-buttons, typography, futuristic",4
Lapa Ninja (Post),Seline,https://www.lapa.ninja/post/seline/,https://cdn.lapa.ninja/assets/images/1x/seline-thumb.webp,"[""#fafbf8""]","{""#fafbf8"": 0.9556}",#fafbf8,light neutral,"rounded buttons, sidebar, search bar, grid layout, footer, data table","minimal, modern, professional",0.75,Minimal grid layout with light neutral background and rounded buttons.,"minimal, modern, professional, grid, rounded-buttons, sidebar",2
Lapa Ninja (Post),DesignStudio,https://www.lapa.ninja/post/design-studio/,https://cdn.lapa.ninja/assets/images/1x/design-studio-thumb.webp,"[""#fdfdfd"", ""#312321""]","{""#fdfdfd"": 0.779, ""#312321"": 0.0726}",#fdfdfd,light neutral,"rounded buttons, sidebar, grid layout, large typography, feature list, top navigation","modern, professional, futuristic",0.75,Modern grid layout with dark accents and large typography alongside rounded buttons.,"modern, professional, dark, grid, rounded-buttons, typography, sidebar",4
Lapa Ninja (Post),YOWIE,https://www.lapa.ninja/post/helloyowie/,https://cdn.lapa.ninja/assets/images/1x/helloyowie-thumb.webp,"[""#f0eee8"", ""#8d9f60""]","{""#f0eee8"": 0.497, ""#8d9f60"": 0.2136}",#f0eee8,light neutral,"grid layout, rounded buttons, pricing cards, large typography, feature list, two-column layout","modern, minimal, luxury",0.75,Modern grid layout with light neutral background and large typography.,"modern, minimal, light, grid, luxury, typography, rounded-buttons",3
Lapa Ninja (Post),Chrono,https://www.lapa.ninja/post/chronothreads/,https://cdn.lapa.ninja/assets/images/1x/chronothreads-thumb.webp,"[""#111115"", ""#313241""]","{""#111115"": 0.7882, ""#313241"": 0.0605}",#111115,dark neutral,"large typography, form, video background, avatar, centered hero, sidebar","futuristic, retro, creative",0.75,Futuristic centered hero with dark neutral background and large typography.,"futuristic, creative, dark, centered-hero, large-typography, sidebar",6
Lapa Ninja (Post),Haus,https://www.lapa.ninja/post/madeinhaus/,https://cdn.lapa.ninja/assets/images/1x/madeinhaus-thumb.webp,"[""#f3f4ef"", ""#fe8743""]","{""#f3f4ef"": 0.4438, ""#fe8743"": 0.4014}",#f3f4ef,light neutral,"large typography, sidebar, grid layout, feature list, icon list, form","modern, bold, minimal",0.72,Modern grid layout with light neutral background and large typography.,"modern, grid, light, bold, minimal, sidebar",3
Lapa Ninja (Post),Nicolas Giannantonio,https://www.lapa.ninja/post/nicolas-giannantonio/,https://cdn.lapa.ninja/assets/images/1x/nicolas-giannantonio-thumb.webp,"[""#ffffff""]","{""#ffffff"": 0.9172}",#ffffff,light neutral,"large typography, two-column layout, sidebar, feature list, card list, pricing cards","minimal, modern, futuristic",0.75,Minimal two-column layout with light neutral background and large typography.,"minimal, modern, light, typography, layout, clean",1
Lapa Ninja (Post),Vitali Zahharov,https://www.lapa.ninja/post/vitali-2/,https://cdn.lapa.ninja/assets/images/1x/vitali-2-thumb.webp,"[""#f6ebe5"", ""#17100e""]","{""#f6ebe5"": 0.5255, ""#17100e"": 0.1958}",#f6ebe5,light neutral,"grid layout, video background, split screen, sidebar, rounded buttons, large typography","modern, professional, futuristic",0.75,Modern grid layout with light neutral background and large typography in a split screen design.,"modern, professional, grid, light, split-screen, rounded-buttons, video-background",0
Lapa Ninja (Post),Isle of Skye Whisky,https://www.lapa.ninja/post/isleofskyewhisky/,https://cdn.lapa.ninja/assets/images/1x/isleofskyewhisky-thumb.webp,"[""#070605"", ""#231f1e""]","{""#070605"": 0.4251, ""#231f1e"": 0.3468}",#070605,dark neutral,"large typography, video background, sidebar, grid layout, top navigation, rounded buttons","bold, moody, cool",0.71,Bold grid layout with dark neutral tones and large typography over a video background.,"bold, moody, dark, grid, video-background, typography, rounded-buttons",6
Lapa Ninja (Post),Titan,https://www.lapa.ninja/post/titan/,https://cdn.lapa.ninja/assets/images/1x/titan-thumb.webp,"[""#252d35"", ""#fcfcfc""]","{""#252d35"": 0.4567, ""#fcfcfc"": 0.3209}",#252d35,dark muted blue,"grid layout, rounded buttons, large typography, pricing cards, top navigation, sidebar","minimal, modern, futuristic",0.73,Minimal grid layout with dark muted blue theme and large typography for emphasis.,"minimal, modern, dark-muted-blue, grid, typography, futuristic",4
Lapa Ninja (Post),Jess Wang,https://www.lapa.ninja/post/jwang/,https://cdn.lapa.ninja/assets/images/1x/jwang-thumb.webp,"[""#010101"", ""#b8d0ee""]","{""#010101"": 0.6285, ""#b8d0ee"": 0.232}",#010101,dark neutral,"top navigation, search bar, icon list, feature list, sidebar, grid layout","minimal, cool, modern",0.75,Minimal grid layout with dark neutral tones and a prominent top navigation.,"minimal, modern, dark, grid, navigation, sidebar",4
Lapa Ninja (Post),Mill,https://www.lapa.ninja/post/mill-2/,https://cdn.lapa.ninja/assets/images/1x/mill-2-thumb.webp,"[""#29130d"", ""#fdfaf5""]","{""#29130d"": 0.2065, ""#fdfaf5"": 0.4236}",#29130d,dark bright red,"sidebar, pricing cards, feature list, grid layout, footer, rounded buttons","professional, minimal, modern",0.6,Professional grid layout with dark bright red pricing cards and rounded buttons.,"professional, minimal, dark-red, grid, pricing-cards, rounded-buttons",7
Lapa Ninja (Post),Librairie Expérience,https://www.lapa.ninja/post/librairie-experience/,https://cdn.lapa.ninja/assets/images/1x/librairie-experience-thumb.webp,"[""#fef6e6"", ""#2a1f19""]","{""#fef6e6"": 0.8251, ""#2a1f19"": 0.056}",#fef6e6,light neutral,"large typography, sidebar, search bar, feature list, two-column layout, video background","modern, minimal, cool",0.75,Modern two-column layout with light neutral background and large typography.,"modern, minimal, light, two-column, typography, sidebar",1
Lapa Ninja (Post),Raus,https://www.lapa.ninja/post/raus/,https://cdn.lapa.ninja/assets/images/1x/raus-thumb.webp,"[""#fef9ef"", ""#a79b7f""]","{""#fef9ef"": 0.5439, ""#a79b7f"": 0.1312}",#fef9ef,light neutral,"grid layout, sidebar, split screen, feature list, icon list, video background","minimal, luxury, modern",0.75,Minimal split screen layout with light neutral background and a sidebar feature list.,"minimal, modern, light, grid, luxury, sidebar",0
Lapa Ninja (Post),MYTH,https://www.lapa.ninja/post/myth/,https://cdn.lapa.ninja/assets/images/1x/myth-thumb.webp,"[""#040404"", ""#1a1d1f""]","{""#040404"": 0.4825, ""#1a1d1f"": 0.4194}",#040404,dark neutral,"video background, split screen, large typography, sidebar, search bar, avatar","minimal, trustworthy, modern",0.74,Minimal split screen layout with dark neutral video background and large typography.,"minimal, modern, dark, split-screen, video-background, typography, trustworthy",5
Lapa Ninja (Post),"Hey, Bay City!",https://www.lapa.ninja/post/heybaycity/,https://cdn.lapa.ninja/assets/images/1x/heybaycity-thumb.webp,"[""#1e2128"", ""#f3f2eb""]","{""#1e2128"": 0.3525, ""#f3f2eb"": 0.3415}",#1e2128,dark muted blue,"grid layout, sidebar, feature list, video background, two-column layout, icon list","modern, artistic, retro",0.68,Modern grid layout with dark muted blue tones and a two-column structure.,"modern, grid, dark-muted-blue, sidebar, video-background, artistic",6
Lapa Ninja (Post),Heva Health,https://www.lapa.ninja/post/hevahealth/,https://cdn.lapa.ninja/assets/images/1x/hevahealth-thumb.webp,"[""#4987a9"", ""#fbfbee""]","{""#4987a9"": 0.245, ""#fbfbee"": 0.4302}",#4987a9,bright blue,"rounded buttons, video background, grid layout, sidebar, large typography, split screen","minimal, modern, bold",0.62,Minimal grid layout with bright blue video background and large typography.,"minimal, modern, bright-blue, grid, video-background, bold, typography",6
Lapa Ninja (Post),Yann-Edern Gillet,https://www.lapa.ninja/post/yannglt-2/,https://cdn.lapa.ninja/assets/images/1x/yannglt-2-thumb.webp,"[""#040609""]","{""#040609"": 0.9663}",#040609,dark neutral,"large typography, feature list, rounded buttons, grid layout, sidebar, icon list","modern, cool, futuristic",0.75,Modern grid layout with dark neutral tones and large typography.,"modern, grid, dark, typography, rounded-buttons, sidebar",4
Lapa Ninja (Post),SFI,https://www.lapa.ninja/post/starfadesinternational/,https://cdn.lapa.ninja/assets/images/1x/starfadesinternational-thumb.webp,"[""#f9f3ef"", ""#d0d1ca""]","{""#f9f3ef"": 0.4306, ""#d0d1ca"": 0.1957}",#f9f3ef,light neutral,"rounded buttons, grid layout, large typography, form, sidebar, footer","minimal, modern, futuristic",0.72,Minimal grid layout with light neutral tones and large typography elements.,"minimal, modern, light, grid, typography, rounded-buttons, sidebar",3
Lapa Ninja (Post),Codex,https://www.lapa.ninja/post/codex/,https://cdn.lapa.ninja/assets/images/1x/codex-thumb.webp,"[""#111111""]","{""#111111"": 0.9132}",#111111,dark neutral,"data table, large typography, chart, icon list, avatar, search bar","modern, minimal, cool",0.75,Modern layout featuring dark neutral tones with large typography and a data table.,"modern, minimal, dark, typography, data-table, cool",1
Lapa Ninja (Post),tinyPod,https://www.lapa.ninja/post/thetinypod/,https://cdn.lapa.ninja/assets/images/1x/thetinypod-thumb.webp,"[""#559dfc"", ""#080d1b""]","{""#559dfc"": 0.3244, ""#080d1b"": 0.2857}",#559dfc,bright blue,"video background, split screen, search bar, rounded buttons, sidebar, top navigation","futuristic, modern, creative",0.66,Modern split screen layout with bright blue video background and rounded buttons.,"modern, futuristic, bright-blue, split-screen, video, rounded-buttons",5
Lapa Ninja (Post),Cob,https://www.lapa.ninja/post/cobfoods/,https://cdn.lapa.ninja/assets/images/1x/cobfoods-thumb.webp,"[""#f4f2e5"", ""#331016""]","{""#f4f2e5"": 0.2985, ""#331016"": 0.286}",#f4f2e5,light neutral,"pricing cards, rounded buttons, sidebar, large typography, footer, feature list","cool, luxury, friendly",0.65,Light neutral layout featuring large typography and rounded buttons in the pricing cards.,"neutral, friendly, luxury, typography, rounded-buttons, pricing-cards, sidebar",7
Lapa Ninja (Post),Dogelon Mars,https://www.lapa.ninja/post/dogelonmars/,https://cdn.lapa.ninja/assets/images/1x/dogelonmars-thumb.webp,"[""#15101c"", ""#42313a""]","{""#15101c"": 0.6037, ""#42313a"": 0.1716}",#15101c,dark muted purple,"video background, top navigation, sidebar, avatar, feature list, card list","retro, artistic, cool",0.75,Retro layout with dark muted purple video background and prominent sidebar navigation.,"retro, artistic, dark-purple, video-background, sidebar, cool",6
Lapa Ninja (Post),Quin,https://www.lapa.ninja/post/heyquin/,https://cdn.lapa.ninja/assets/images/1x/heyquin-thumb.jpg,"[""#f3f5ef"", ""#0e3f35""]","{""#f3f5ef"": 0.4762, ""#0e3f35"": 0.3832}",#f3f5ef,light neutral,"grid layout, rounded buttons, pricing cards, sidebar, footer, split screen","modern, professional, friendly",0.74,Modern grid layout with light neutral tones and rounded buttons.,"modern, professional, light, grid, rounded-buttons, friendly",2
Lapa Ninja (Post),Strategyzer,https://www.lapa.ninja/post/strategyzer/,https://cdn.lapa.ninja/assets/images/1x/strategyzer-thumb.webp,"[""#0226e0"", ""#fefbff""]","{""#0226e0"": 0.3477, ""#fefbff"": 0.4783}",#0226e0,bright blue,"large typography, pricing cards, rounded buttons, grid layout, top navigation, footer","futuristic, modern, minimal",0.67,Modern grid layout with bright blue typography and rounded buttons.,"modern, grid, bright-blue, rounded-buttons, pricing-cards, minimal",7
Lapa Ninja (Post),Ray Philly,https://www.lapa.ninja/post/rayphilly/,https://cdn.lapa.ninja/assets/images/1x/rayphilly-thumb.webp,"[""#e0dbd6"", ""#b8a795""]","{""#e0dbd6"": 0.4462, ""#b8a795"": 0.1752}",#e0dbd6,light muted orange,"grid layout, large typography, split screen, form, single column, pricing cards","modern, minimal, futuristic",0.72,Modern grid layout with light muted orange sections and large typography.,"modern, minimal, light, grid, typography, split-screen",4
Lapa Ninja (Post),Populous,https://www.lapa.ninja/post/populous/,https://cdn.lapa.ninja/assets/images/1x/populous-thumb.webp,"[""#080a0e"", ""#fefefe""]","{""#080a0e"": 0.2535, ""#fefefe"": 0.3342}",#080a0e,dark neutral,"large typography, split screen, sidebar, feature list, grid layout, rounded buttons","modern, futuristic, bold",0.63,Modern split screen layout with dark neutral tones and large typography.,"modern, bold, dark, split-screen, typography, grid, rounded-buttons",0
Lapa Ninja (Post),GitBook,https://www.lapa.ninja/post/gitbook-4/,https://cdn.lapa.ninja/assets/images/1x/gitbook-4-thumb.webp,"[""#badce5"", ""#1a2022""]","{""#badce5"": 0.3968, ""#1a2022"": 0.374}",#badce5,bright teal,"grid layout, rounded buttons, split screen, search bar, footer, top navigation","minimal, modern, futuristic",0.7,Minimal grid layout with bright teal split screen and rounded buttons.,"minimal, modern, bright-teal, grid, rounded-buttons, futuristic",2
Lapa Ninja (Post),Eun Jeong Yoo,https://www.lapa.ninja/post/eunjeongyoo-3/,https://cdn.lapa.ninja/assets/images/1x/eunjeongyoo-3-thumb.webp,"[""#fdfdfd"", ""#070707""]","{""#fdfdfd"": 0.5194, ""#070707"": 0.1508}",#fdfdfd,light neutral,"video background, grid layout, sidebar, rounded buttons, pricing cards, feature list","luxury, modern, minimal",0.75,Modern grid layout with light neutral background and video feature.,"modern, minimal, grid, video, luxury, rounded-buttons",6
Lapa Ninja (Post),Benjamin Hutter,https://www.lapa.ninja/post/benjaminhutter/,https://cdn.lapa.ninja/assets/images/1x/benjaminhutter-thumb.webp,"[""#acacac"", ""#191919""]","{""#acacac"": 0.8307, ""#191919"": 0.0572}",#acacac,muted gray,"grid layout, icon list, feature list, sidebar, split screen, video background","modern, minimal, cool",0.75,Modern split screen layout with muted gray background and a video feature.,"modern, minimal, muted-gray, grid, video, sidebar",5
Lapa Ninja (Post),Harvard University,https://www.lapa.ninja/post/harvard/,https://cdn.lapa.ninja/assets/images/1x/harvard-thumb.webp,"[""#edefee"", ""#bab8b1""]","{""#edefee"": 0.7975, ""#bab8b1"": 0.1023}",#edefee,light neutral,"grid layout, rounded buttons, footer, large typography, sidebar, search bar","modern, cool, friendly",0.75,Modern grid layout with light neutral tones and large typography.,"modern, grid, light, friendly, rounded-buttons, sidebar",3
Lapa Ninja (Post),ARTXCODE,https://www.lapa.ninja/post/artxcode/,https://cdn.lapa.ninja/assets/images/1x/artxcode-thumb.webp,"[""#fffefe""]","{""#fffefe"": 0.8959}",#fffefe,light neutral,"pricing cards, feature list, rounded buttons, card list, sidebar, icon list","modern, minimal, artistic",0.75,Modern layout featuring light neutral pricing cards and rounded buttons.,"modern, minimal, light, pricing-cards, rounded-buttons, artistic",7
Lapa Ninja (Post),Morphic,https://www.lapa.ninja/post/morphic/,https://cdn.lapa.ninja/assets/images/1x/morphic-thumb.webp,"[""#050605"", ""#b68ea2""]","{""#050605"": 0.5647, ""#b68ea2"": 0.1404}",#050605,dark neutral,"video background, split screen, search bar, grid layout, rounded buttons, sidebar","modern, futuristic, artistic",0.75,Modern split screen layout with dark neutral video background and rounded buttons.,"modern, futuristic, dark, grid, video, rounded-buttons",5
Lapa Ninja (Post),Kinfolk,https://www.lapa.ninja/post/kinfolk/,https://cdn.lapa.ninja/assets/images/1x/kinfolk-thumb.webp,"[""#adaaa1"", ""#fefefe""]","{""#adaaa1"": 0.2794, ""#fefefe"": 0.512}",#adaaa1,muted gray,"video background, sidebar, split screen, carousel, rounded buttons, hero image","modern, creative, minimal",0.64,Modern split screen layout with muted gray video background and rounded buttons.,"modern, creative, minimal, muted-gray, split-screen, rounded-buttons",5
Lapa Ninja (Post),Pursuit,https://www.lapa.ninja/post/pursuit/,https://cdn.lapa.ninja/assets/images/1x/pursuit-thumb.webp,"[""#19152c""]","{""#19152c"": 0.8358}",#19152c,dark bright blue,"icon list, pricing cards, feature list, cta button, grid layout, video background","futuristic, artistic, retro",0.75,Futuristic grid layout with dark bright blue video background and prominent pricing cards.,"futuristic, grid, dark-blue, video-background, pricing-cards, artistic",7
Lapa Ninja (Post),Fonts Ninja,https://www.lapa.ninja/post/fonts-ninja-2/,https://cdn.lapa.ninja/assets/images/1x/fonts-ninja-2-thumb.webp,"[""#ffffff"", ""#161616""]","{""#ffffff"": 0.8499, ""#161616"": 0.0591}",#ffffff,light neutral,"large typography, icon list, pricing cards, two-column layout, grid layout, feature list","modern, creative, cool",0.75,Modern two-column layout with light neutral background and large typography.,"modern, creative, light, typography, grid, layout",1
Lapa Ninja (Post),Wimp,https://www.lapa.ninja/post/wimpdecaf/,https://cdn.lapa.ninja/assets/images/1x/wimpdecaf-thumb.webp,"[""#fdfcfb""]","{""#fdfcfb"": 0.8859}",#fdfcfb,light neutral,"rounded buttons, large typography, sidebar, two-column layout, search bar, video background","retro, minimal, cool",0.75,Minimal two-column layout with light neutral tones and large typography.,"minimal, retro, light, two-column, typography, sidebar",1
Lapa Ninja (Post),Uxkosta,https://www.lapa.ninja/post/uxkosta/,https://cdn.lapa.ninja/assets/images/1x/uxkosta-thumb.webp,"[""#fefefd"", ""#d46940""]","{""#fefefd"": 0.7609, ""#d46940"": 0.0863}",#fefefd,light neutral,"search bar, sidebar, icon list, feature list, rounded buttons, top navigation","modern, minimal, futuristic",0.75,Modern layout with light neutral background and rounded buttons for navigation.,"modern, minimal, neutral, rounded-buttons, navigation, clean",2
Lapa Ninja (Post),STUDIO,https://www.lapa.ninja/post/studio-design-4/,https://cdn.lapa.ninja/assets/images/1x/studio-design-4-thumb.webp,"[""#f5f5f5"", ""#151514""]","{""#f5f5f5"": 0.7449, ""#151514"": 0.1184}",#f5f5f5,light neutral,"grid layout, rounded buttons, large typography, sidebar, search bar, footer","modern, minimal, futuristic",0.75,Modern grid layout with light neutral background and large typography.,"modern, minimal, light, grid, typography, sidebar, rounded-buttons",3
Lapa Ninja (Post),makemeplay,https://www.lapa.ninja/post/makemepulse-3/,https://cdn.lapa.ninja/assets/images/1x/makemepulse-3-thumb.webp,"[""#2a292a"", ""#fdfcfe""]","{""#2a292a"": 0.3822, ""#fdfcfe"": 0.5369}",#2a292a,dark gray,"rounded buttons, sidebar, video background, large typography, pricing cards, logo","creative, professional, modern",0.69,Professional layout with dark gray sidebar and large typography elements.,"modern, creative, dark-gray, sidebar, typography, rounded-buttons",6
Lapa Ninja (Post),Little Troop,https://www.lapa.ninja/post/littletroop/,https://cdn.lapa.ninja/assets/images/1x/littletroop-thumb.webp,"[""#fcfcfb"", ""#c8c3cb""]","{""#fcfcfb"": 0.554, ""#c8c3cb"": 0.131}",#fcfcfb,light neutral,"grid layout, rounded buttons, icon list, cta button, video background, sidebar","modern, minimal, futuristic",0.75,Modern grid layout with light neutral tones and rounded buttons.,"modern, minimal, light, grid, rounded-buttons, sidebar, video-background",2
Lapa Ninja (Post),DePoly,https://www.lapa.ninja/post/depoly/,https://cdn.lapa.ninja/assets/images/1x/depoly-thumb.webp,"[""#eaeae1"", ""#405056""]","{""#eaeae1"": 0.7786, ""#405056"": 0.0655}",#eaeae1,light muted yellow,"sidebar, logo, avatar, form, feature list, pricing cards","futuristic, retro, creative",0.75,Light neutral layout featuring a sidebar with a logo and a structured pricing card section.,"neutral, sidebar, structured, creative, pricing-cards, modern",7
Lapa Ninja (Post),Artboard Studio,https://www.lapa.ninja/post/artboard-studio-3/,https://cdn.lapa.ninja/assets/images/1x/artboard-studio-3-thumb.webp,"[""#f9f9f9"", ""#393b30""]","{""#f9f9f9"": 0.6664, ""#393b30"": 0.1481}",#f9f9f9,light neutral,"split screen, sidebar, rounded buttons, video background, grid layout, large typography","modern, artistic, creative",0.75,Modern split screen layout with dark muted gray sidebar and large typography.,"modern, artistic, dark-muted-gray, sidebar, grid, creative",5
Lapa Ninja (Post),Alex Hunting,https://www.lapa.ninja/post/alexhunting/,https://cdn.lapa.ninja/assets/images/1x/alexhunting-thumb.webp,"[""#162229"", ""#020407""]","{""#162229"": 0.5954, ""#020407"": 0.1398}",#162229,dark muted blue,"large typography, grid layout, video background, split screen, footer, search bar","modern, minimal, futuristic",0.75,Modern grid layout with dark muted blue background and large typography.,"modern, minimal, dark-muted-blue, grid, typography, video-background",4
Lapa Ninja (Post),Summa Equity,https://www.lapa.ninja/post/summaequity/,https://cdn.lapa.ninja/assets/images/1x/summaequity-thumb.webp,"[""#fbfcfc"", ""#4a6562""]","{""#fbfcfc"": 0.8308, ""#4a6562"": 0.0571}",#fbfcfc,light neutral,"grid layout, large typography, rounded buttons, sidebar, video background, footer","modern, minimal, professional",0.75,Modern grid layout with light neutral background and large typography.,"modern, minimal, professional, grid, typography, rounded-buttons",3
Lapa Ninja (Post),Cristina Gómez,https://www.lapa.ninja/post/cristinagomezruiz/,https://cdn.lapa.ninja/assets/images/1x/cristinagomezruiz-thumb.webp,"[""#ebebeb"", ""#4c3924""]","{""#ebebeb"": 0.7801, ""#4c3924"": 0.1352}",#ebebeb,light neutral,"grid layout, large typography, sidebar, rounded buttons, two-column layout, centered hero","minimal, professional, modern",0.75,Minimal two-column layout with light neutral background and large typography.,"minimal, professional, light, grid, modern, rounded-buttons",3
Lapa Ninja (Post),+13322566869,https://www.lapa.ninja/post/13322566869/,https://cdn.lapa.ninja/assets/images/1x/13322566869-thumb.webp,"[""#9f142d"", ""#fefefd""]","{""#9f142d"": 0.3666, ""#fefefd"": 0.3616}",#9f142d,bright red,"large typography, grid layout, footer, sidebar, video background, rounded buttons","professional, serious, futuristic",0.68,Professional grid layout with bright red typography and rounded buttons.,"professional, serious, bright-red, grid, rounded-buttons, video-background",6
Lapa Ninja (Post),Decathland,https://www.lapa.ninja/post/decathland/,https://cdn.lapa.ninja/assets/images/1x/decathland-thumb.webp,"[""#fbd7db"", ""#0a0b0e""]","{""#fbd7db"": 0.7256, ""#0a0b0e"": 0.1191}",#fbd7db,light bright red,"pricing cards, sidebar, feature list, card list, grid layout, icon list","retro, cool, luxury",0.75,Retro grid layout with light bright red pricing cards and a sidebar.,"retro, grid, light-red, pricing-cards, sidebar, cool, luxury",7
Lapa Ninja (Post),unplain,https://www.lapa.ninja/post/unplainofficial/,https://cdn.lapa.ninja/assets/images/1x/unplainofficial-thumb.webp,"[""#fbf6e4"", ""#d2d2c8""]","{""#fbf6e4"": 0.2974, ""#d2d2c8"": 0.2381}",#fbf6e4,light neutral,"large typography, grid layout, video background, sidebar, avatar, rounded buttons","minimal, modern, luxury",0.65,Minimal grid layout with light neutral tones and large typography featuring rounded buttons.,"minimal, modern, light, grid, luxury, typography, rounded-buttons",3
Lapa Ninja (Post),Made Crate,https://www.lapa.ninja/post/madecrate/,https://cdn.lapa.ninja/assets/images/1x/madecrate-thumb.webp,"[""#edece8"", ""#322a19""]","{""#edece8"": 0.3273, ""#322a19"": 0.2488}",#edece8,light neutral,"grid layout, rounded buttons, pricing cards, two-column layout, sidebar, footer","modern, minimal, luxury",0.66,Modern grid layout with light neutral tones and rounded buttons.,"modern, minimal, light, grid, luxury, rounded-buttons",2
Lapa Ninja (Post),Alipo,https://www.lapa.ninja/post/alipo/,https://cdn.lapa.ninja/assets/images/1x/alipo-thumb.webp,"[""#edebeb"", ""#aeacab""]","{""#edebeb"": 0.3732, ""#aeacab"": 0.2675}",#edebeb,light neutral,"video background, large typography, rounded buttons, grid layout, search bar, top navigation","minimal, creative, modern",0.69,Minimal grid layout with light neutral background and large typography.,"minimal, modern, light, grid, rounded-buttons, video-background",3
Lapa Ninja (Post),ENS Domains,https://www.lapa.ninja/post/ens-domains/,https://cdn.lapa.ninja/assets/images/1x/ens-domains-thumb.webp,"[""#d9e2e8"", ""#f6f6f6""]","{""#d9e2e8"": 0.2795, ""#f6f6f6"": 0.6641}",#d9e2e8,light muted blue,"search bar, sidebar, top navigation, icon list, footer, grid layout","modern, minimal, futuristic",0.64,Modern grid layout with light muted blue sidebar and a prominent search bar.,"modern, minimal, light, grid, sidebar, search-bar, clean",2
