source,title,url,image,dominant_colors,color_weights,primary_hex,primary_descriptor,elements,mood_keywords,confidence
Lapa Ninja (Post),Cleo,https://www.lapa.ninja/post/meetcleo-2/,https://cdn.lapa.ninja/assets/images/1x/meetcleo-09-09-2021-thumb.webp,"[""#22258d"", ""#f8fafd""]","{""#22258d"": 0.7042, ""#f8fafd"": 0.1284}",#22258d,bright blue,"sidebar, video background, search bar, split screen, footer, feature list","modern, bold, cool",0.75
Lapa Ninja (Post),Cup of Couple,https://www.lapa.ninja/post/cupofcouple/,https://cdn.lapa.ninja/assets/images/1x/cupofcouple-thumb.webp,"[""#e7e6e8"", ""#bab7b1""]","{""#e7e6e8"": 0.8127, ""#bab7b1"": 0.0852}",#e7e6e8,light gray,"grid layout, rounded buttons, large typography, feature list, icon list, pricing cards","minimal, modern, luxury",0.75
Lapa Ninja (Post),Knickey,https://www.lapa.ninja/post/knickey/,https://cdn.lapa.ninja/assets/images/1x/knickey-thumb.webp,"[""#f6f3ee"", ""#f0d4ab""]","{""#f6f3ee"": 0.4391, ""#f0d4ab"": 0.3593}",#f6f3ee,light neutral,"sidebar, video background, large typography, grid layout, feature list, pricing cards","minimal, futuristic, modern",0.72
Lapa Ninja (Post),Woven Whisky,https://www.lapa.ninja/post/wovenwhisky/,https://cdn.lapa.ninja/assets/images/1x/wovenwhisky-thumb.webp,"[""#e8e8e2"", ""#b3bdbe""]","{""#e8e8e2"": 0.5397, ""#b3bdbe"": 0.3343}",#e8e8e2,light muted yellow,"large typography, video background, rounded buttons, grid layout, form, pricing cards","modern, minimal, calm",0.75
Lapa Ninja (Post),Ritual Made,https://www.lapa.ninja/post/ritualmade/,https://cdn.lapa.ninja/assets/images/1x/ritualmade-thumb.webp,"[""#7c6763"", ""#fef7ef""]","{""#7c6763"": 0.1942, ""#fef7ef"": 0.6587}",#7c6763,muted red,"large typography, grid layout, pricing cards, feature list, sidebar, rounded buttons","minimal, modern, artistic",0.6
Lapa Ninja (Post),DashGo,https://www.lapa.ninja/post/dashgo/,https://cdn.lapa.ninja/assets/images/1x/dashgo-thumb.webp,"[""#000000"", ""#ffffff""]","{""#000000"": 0.3943, ""#ffffff"": 0.5758}",#000000,dark neutral,"large typography, pricing cards, grid layout, form, sidebar, avatar","modern, creative, minimal",0.7
Lapa Ninja (Post),Nuu,https://www.lapa.ninja/post/explorenuu/,https://cdn.lapa.ninja/assets/images/1x/explorenuu-thumb.webp,"[""#fefefe"", ""#cfcec9""]","{""#fefefe"": 0.678, ""#cfcec9"": 0.1572}",#fefefe,light neutral,"feature list, sidebar, search bar, rounded buttons, pricing cards, grid layout","modern, luxury, bold",0.75
Lapa Ninja (Post),Stacker,https://www.lapa.ninja/post/stackerhq/,https://cdn.lapa.ninja/assets/images/1x/stackerhq-thumb.webp,"[""#fdfdfe""]","{""#fdfdfe"": 0.9159}",#fdfdfe,light neutral,"grid layout, large typography, sidebar, feature list, pricing cards, data table","modern, minimal, professional",0.75
Lapa Ninja (Post),Steven Olimpio,https://www.lapa.ninja/post/olimpio/,https://cdn.lapa.ninja/assets/images/1x/olimpio-thumb.webp,"[""#000000""]","{""#000000"": 0.9669}",#000000,dark neutral,"large typography, feature list, footer, rounded buttons, sidebar, icon list","minimal, cool, modern",0.75
Lapa Ninja (Post),Refuse Uline,https://www.lapa.ninja/post/refuseuline/,https://cdn.lapa.ninja/assets/images/1x/refuseuline-thumb.webp,"[""#edecee"", ""#4e59cd""]","{""#edecee"": 0.6355, ""#4e59cd"": 0.1608}",#edecee,light neutral,"sidebar, large typography, two-column layout, feature list, single column, pricing cards","bold, cool, retro",0.75
Lapa Ninja (Post),VR for Work,https://www.lapa.ninja/post/vrforwork/,https://cdn.lapa.ninja/assets/images/1x/vrforwork-thumb.webp,"[""#010103"", ""#29133e""]","{""#010103"": 0.6808, ""#29133e"": 0.1765}",#010103,dark neutral,"video background, sidebar, logo, carousel, split screen, search bar","futuristic, retro, bold",0.75
Lapa Ninja (Post),Madbox,https://www.lapa.ninja/post/madbox/,https://cdn.lapa.ninja/assets/images/1x/madbox-thumb.webp,"[""#6cd9f6"", ""#fcfdfd""]","{""#6cd9f6"": 0.2883, ""#fcfdfd"": 0.559}",#6cd9f6,bright teal,"feature list, top navigation, sidebar, rounded buttons, split screen, video background","modern, cool, futuristic",0.64
Lapa Ninja (Post),Mickaël Larchevêque,https://www.lapa.ninja/post/dotmick/,https://cdn.lapa.ninja/assets/images/1x/dotmick-thumb.webp,"[""#f8e0dc"", ""#ddadad""]","{""#f8e0dc"": 0.6899, ""#ddadad"": 0.1081}",#f8e0dc,light bright red,"large typography, pricing cards, sidebar, rounded buttons, grid layout, form","modern, futuristic, artistic",0.75
Lapa Ninja (Post),Hoboken Yogi,https://www.lapa.ninja/post/hobokenyogi/,https://cdn.lapa.ninja/assets/images/1x/hobokenyogi-thumb.webp,"[""#f9f9f9"", ""#c2c5cd""]","{""#f9f9f9"": 0.6977, ""#c2c5cd"": 0.119}",#f9f9f9,light neutral,"video background, sidebar, grid layout, feature list, avatar, centered hero","modern, professional, calm",0.75
Lapa Ninja (Post),Houses Of Malmö,https://www.lapa.ninja/post/hom-design/,https://cdn.lapa.ninja/assets/images/1x/hom-design-thumb.webp,"[""#191919"", ""#e4e4e2""]","{""#191919"": 0.5057, ""#e4e4e2"": 0.3548}",#191919,dark gray,"large typography, two-column layout, feature list, grid layout, icon list, sidebar","minimal, modern, artistic",0.75
Lapa Ninja (Post),KITTEN,https://www.lapa.ninja/post/kittenproduction/,https://cdn.lapa.ninja/assets/images/1x/kittenproduction-thumb.webp,"[""#9ea5a8"", ""#f5f4f4""]","{""#9ea5a8"": 0.2009, ""#f5f4f4"": 0.4306}",#9ea5a8,muted gray,"large typography, grid layout, sidebar, icon list, feature list, two-column layout","modern, creative, artistic",0.6
Lapa Ninja (Post),Fuente Real,https://www.lapa.ninja/post/fuentereal/,https://cdn.lapa.ninja/assets/images/1x/fuentereal-thumb.webp,"[""#dfe1df"", ""#525043""]","{""#dfe1df"": 0.7736, ""#525043"": 0.0873}",#dfe1df,light gray,"rounded buttons, two-column layout, sidebar, large typography, footer, feature list","bold, minimal, professional",0.75
Lapa Ninja (Post),Altos Ventures,https://www.lapa.ninja/post/altos-ventures/,https://cdn.lapa.ninja/assets/images/1x/altos-ventures-thumb.webp,"[""#fbfbfb"", ""#c88d61""]","{""#fbfbfb"": 0.81, ""#c88d61"": 0.0783}",#fbfbfb,light neutral,"large typography, form, grid layout, rounded buttons, footer, feature list","minimal, modern, futuristic",0.75
Lapa Ninja (Post),Daye,https://www.lapa.ninja/post/yourdaye/,https://cdn.lapa.ninja/assets/images/1x/yourdaye-thumb.webp,"[""#e1eee0"", ""#fefbe8""]","{""#e1eee0"": 0.2495, ""#fefbe8"": 0.6178}",#e1eee0,light muted green,"grid layout, rounded buttons, pricing cards, sidebar, footer, top navigation","minimal, professional, retro",0.62
Lapa Ninja (Post),F. Miller Skincare,https://www.lapa.ninja/post/fmillerskincare/,https://cdn.lapa.ninja/assets/images/1x/fmillerskincare-thumb.webp,"[""#3f4537"", ""#faf8f3""]","{""#3f4537"": 0.2188, ""#faf8f3"": 0.6138}",#3f4537,dark muted green,"grid layout, sidebar, pricing cards, feature list, video background, large typography","minimal, elegant, modern",0.61
Lapa Ninja (Post),Claudia Rubin,https://www.lapa.ninja/post/claudiarubin/,https://cdn.lapa.ninja/assets/images/1x/claudiarubin-thumb.webp,"[""#000000"", ""#fefefe""]","{""#000000"": 0.2978, ""#fefefe"": 0.5149}",#000000,dark neutral,"sidebar, split screen, grid layout, feature list, two-column layout, card list","modern, minimal, artistic",0.65
Lapa Ninja (Post),Fireside,https://www.lapa.ninja/post/fireside/,https://cdn.lapa.ninja/assets/images/1x/fireside-thumb.webp,"[""#f8f7ef"", ""#0e077b""]","{""#f8f7ef"": 0.531, ""#0e077b"": 0.2891}",#f8f7ef,light neutral,"sidebar, data table, feature list, pricing cards, chart, rounded buttons","professional, modern, minimal",0.75
Lapa Ninja (Post),Goodkids,https://www.lapa.ninja/post/goodkidsagency/,https://cdn.lapa.ninja/assets/images/1x/goodkidsagency-thumb.webp,"[""#1d1a16"", ""#fefefe""]","{""#1d1a16"": 0.2784, ""#fefefe"": 0.3727}",#1d1a16,dark muted orange,"large typography, sidebar, rounded buttons, grid layout, feature list, two-column layout","creative, modern, artistic",0.64
Lapa Ninja (Post),Seed,https://www.lapa.ninja/post/seed/,https://cdn.lapa.ninja/assets/images/1x/seed-thumb.webp,"[""#39472d"", ""#fcfcfc""]","{""#39472d"": 0.5314, ""#fcfcfc"": 0.4505}",#39472d,dark muted green,"large typography, rounded buttons, sidebar, avatar, grid layout, footer","minimal, creative, modern",0.75
Lapa Ninja (Post),Sunny at Sea,https://www.lapa.ninja/post/sunnyatsea/,https://cdn.lapa.ninja/assets/images/1x/sunnyatsea-thumb.webp,"[""#e7dfd9"", ""#1e1e1e""]","{""#e7dfd9"": 0.8911, ""#1e1e1e"": 0.0512}",#e7dfd9,light muted orange,"large typography, rounded buttons, pricing cards, grid layout, sidebar, feature list","modern, minimal, professional",0.75
Lapa Ninja (Post),Cosmos,https://www.lapa.ninja/post/cosmos-network/,https://cdn.lapa.ninja/assets/images/1x/cosmos-network-thumb.webp,"[""#0c0a0b"", ""#442848""]","{""#0c0a0b"": 0.5806, ""#442848"": 0.175}",#0c0a0b,dark neutral,"chart, sidebar, avatar, data table, icon list, video background","modern, futuristic, cool",0.75
Lapa Ninja (Post),Kyle Wilkinson,https://www.lapa.ninja/post/wilkinson-studio/,https://cdn.lapa.ninja/assets/images/1x/wilkinson-studio-thumb.webp,"[""#020102"", ""#c4c5d9""]","{""#020102"": 0.6875, ""#c4c5d9"": 0.1014}",#020102,dark neutral,"large typography, video background, sidebar, grid layout, pricing cards, feature list","modern, artistic, futuristic",0.75
Lapa Ninja (Post),Evan Corrigan,https://www.lapa.ninja/post/corrigan/,https://cdn.lapa.ninja/assets/images/1x/corrigan-thumb.webp,"[""#f3f4f1"", ""#24210f""]","{""#f3f4f1"": 0.7819, ""#24210f"": 0.0918}",#f3f4f1,light neutral,"rounded buttons, icon list, feature list, sidebar, footer, split screen","professional, minimal, modern",0.75
Lapa Ninja (Post),Seyi,https://www.lapa.ninja/post/seyi/,https://cdn.lapa.ninja/assets/images/1x/seyi-thumb.webp,"[""#111111"", ""#777776""]","{""#111111"": 0.8155, ""#777776"": 0.1626}",#111111,dark neutral,"large typography, pricing cards, footer, feature list, rounded buttons, grid layout","friendly, modern, creative",0.75
Lapa Ninja (Post),Monster Box,https://www.lapa.ninja/post/mbpedia/,https://cdn.lapa.ninja/assets/images/1x/mbpedia-thumb.webp,"[""#f4f7f7"", ""#2b475b""]","{""#f4f7f7"": 0.6109, ""#2b475b"": 0.1448}",#f4f7f7,light neutral,"icon list, pricing cards, feature list, card list, grid layout, video background","vibrant, artistic, creative",0.75
Lapa Ninja (Post),Contra,https://www.lapa.ninja/post/contra/,https://cdn.lapa.ninja/assets/images/1x/contra-thumb.webp,"[""#151414"", ""#fefefe""]","{""#151414"": 0.4621, ""#fefefe"": 0.4252}",#151414,dark gray,"large typography, grid layout, split screen, rounded buttons, sidebar, footer","modern, creative, cool",0.73
Lapa Ninja (Post),INDEX,https://www.lapa.ninja/post/index-space/,https://cdn.lapa.ninja/assets/images/1x/index-space-thumb.webp,"[""#020202"", ""#fefefe""]","{""#020202"": 0.2075, ""#fefefe"": 0.7239}",#020202,dark neutral,"rounded buttons, split screen, sidebar, search bar, two-column layout, large typography","modern, cool, bold",0.6
Lapa Ninja (Post),Versions,https://www.lapa.ninja/post/versions/,https://cdn.lapa.ninja/assets/images/1x/versions-thumb.webp,"[""#fdfdfd""]","{""#fdfdfd"": 0.9526}",#fdfdfd,light neutral,"large typography, rounded buttons, grid layout, pricing cards, feature list, sidebar","modern, minimal, cool",0.75
Lapa Ninja (Post),Erica Weiner,https://www.lapa.ninja/post/ericaweiner/,https://cdn.lapa.ninja/assets/images/1x/ericaweiner-thumb.webp,"[""#d0c4b3"", ""#201b22""]","{""#d0c4b3"": 0.3404, ""#201b22"": 0.2912}",#d0c4b3,muted orange,"grid layout, pricing cards, rounded buttons, icon list, sidebar, form","luxury, modern, elegant",0.67
Lapa Ninja (Post),Bukwild,https://www.lapa.ninja/post/bukwild-2/,https://cdn.lapa.ninja/assets/images/1x/bukwild-09-01-2021-thumb.webp,"[""#fefefe"", ""#040304""]","{""#fefefe"": 0.7441, ""#040304"": 0.1091}",#fefefe,light neutral,"logo, pricing cards, sidebar, feature list, icon list, cta button","modern, futuristic, professional",0.75
Lapa Ninja (Post),Tori Hinn,https://www.lapa.ninja/post/torihinn/,https://cdn.lapa.ninja/assets/images/1x/torihinn-thumb.webp,"[""#fefefe"", ""#179d59""]","{""#fefefe"": 0.6889, ""#179d59"": 0.1218}",#fefefe,light neutral,"sidebar, icon list, large typography, video background, search bar, split screen","modern, artistic, professional",0.75
Lapa Ninja (Post),THEY THE THEM ARE WE,https://www.lapa.ninja/post/theythethemarewe/,https://cdn.lapa.ninja/assets/images/1x/theythethemarewe-thumb.webp,"[""#111017"", ""#faf9f9""]","{""#111017"": 0.1832, ""#faf9f9"": 0.4601}",#111017,dark neutral,"feature list, large typography, sidebar, icon list, grid layout, split screen","cool, modern, minimal",0.59
Lapa Ninja (Post),Nofilter.space,https://www.lapa.ninja/post/nofilter-space/,https://cdn.lapa.ninja/assets/images/1x/nofilter-space-thumb.webp,"[""#fdfdfd"", ""#2b2523""]","{""#fdfdfd"": 0.6063, ""#2b2523"": 0.1756}",#fdfdfd,light neutral,"sidebar, feature list, icon list, rounded buttons, large typography, cta button","modern, minimal, futuristic",0.75
Lapa Ninja (Post),Infrared,https://www.lapa.ninja/post/infraredmindbody/,https://cdn.lapa.ninja/assets/images/1x/infraredmindbody-thumb.webp,"[""#e73604"", ""#f2ebe0""]","{""#e73604"": 0.3209, ""#f2ebe0"": 0.3005}",#e73604,bright red,"sidebar, video background, centered hero, split screen, avatar, hero image","futuristic, professional, retro",0.66
Lapa Ninja (Post),Serino,https://www.lapa.ninja/post/serino-studio/,https://cdn.lapa.ninja/assets/images/1x/serino-studio-thumb.webp,"[""#f4f1eb"", ""#644c36""]","{""#f4f1eb"": 0.593, ""#644c36"": 0.1504}",#f4f1eb,light neutral,"grid layout, rounded buttons, form, sidebar, feature list, large typography","minimal, modern, futuristic",0.75
Lapa Ninja (Post),Revolut,https://www.lapa.ninja/post/revolut-3/,https://cdn.lapa.ninja/assets/images/1x/revolut-08-28-2021-thumb.webp,"[""#f2f4f6"", ""#86848f""]","{""#f2f4f6"": 0.7632, ""#86848f"": 0.105}",#f2f4f6,light neutral,"pricing cards, grid layout, rounded buttons, search bar, sidebar, feature list","minimal, modern, futuristic",0.75
Lapa Ninja (Post),Kieran Parker,https://www.lapa.ninja/post/kieranparker/,https://cdn.lapa.ninja/assets/images/1x/kieranparker-thumb.webp,"[""#f0f0ed"", ""#171717""]","{""#f0f0ed"": 0.7733, ""#171717"": 0.1899}",#f0f0ed,light neutral,"large typography, sidebar, feature list, grid layout, footer, two-column layout","modern, minimal, professional",0.75
Lapa Ninja (Post),MOZOM,https://www.lapa.ninja/post/mozom-1/,https://cdn.lapa.ninja/assets/images/1x/mozom-1-thumb.webp,"[""#181817""]","{""#181817"": 0.8702}",#181817,dark gray,"large typography, rounded buttons, form, icon list, sidebar, video background","modern, minimal, futuristic",0.75
Lapa Ninja (Post),FENN,https://www.lapa.ninja/post/fennstore/,https://cdn.lapa.ninja/assets/images/1x/fennstore-thumb.webp,"[""#fdfcfc"", ""#d9d9d6""]","{""#fdfcfc"": 0.5699, ""#d9d9d6"": 0.1365}",#fdfcfc,light neutral,"sidebar, large typography, feature list, two-column layout, footer, split screen","modern, bold, creative",0.75
Lapa Ninja (Post),Mailchimp,https://www.lapa.ninja/post/mailchimp-4/,https://cdn.lapa.ninja/assets/images/1x/mailchimp-08-28-2021-thumb.webp,"[""#faebca"", ""#f8e2fa""]","{""#faebca"": 0.5387, ""#f8e2fa"": 0.3574}",#faebca,light bright orange,"grid layout, pricing cards, rounded buttons, split screen, sidebar, large typography","modern, professional, minimal",0.75
Lapa Ninja (Post),Macro,https://www.lapa.ninja/post/macro/,https://cdn.lapa.ninja/assets/images/1x/macro-thumb.webp,"[""#020201"", ""#926ca9""]","{""#020201"": 0.7561, ""#926ca9"": 0.0937}",#020201,dark neutral,"video background, sidebar, split screen, search bar, feature list, footer","cool, futuristic, bold",0.75
Lapa Ninja (Post),UNION©,https://www.lapa.ninja/post/unionconstruction/,https://cdn.lapa.ninja/assets/images/1x/unionconstruction-thumb.webp,"[""#000001"", ""#cdcfd3""]","{""#000001"": 0.8279, ""#cdcfd3"": 0.0849}",#000001,dark neutral,"large typography, rounded buttons, icon list, video background, logo, sidebar","futuristic, minimal, retro",0.75
Lapa Ninja (Post),Clain,https://www.lapa.ninja/post/clain/,https://cdn.lapa.ninja/assets/images/1x/clain-thumb.webp,"[""#000362"", ""#edf2f5""]","{""#000362"": 0.514, ""#edf2f5"": 0.4682}",#000362,dark bright blue,"rounded buttons, grid layout, large typography, feature list, search bar, top navigation","minimal, modern, cool",0.75
Lapa Ninja (Post),Podcorn,https://www.lapa.ninja/post/podcorn/,https://cdn.lapa.ninja/assets/images/1x/podcorn-thumb.webp,"[""#fffbf9""]","{""#fffbf9"": 0.9498}",#fffbf9,light neutral,"rounded buttons, pricing cards, sidebar, feature list, grid layout, split screen","modern, professional, cool",0.75
Lapa Ninja (Post),Scruples Studio,https://www.lapa.ninja/post/scruples-studio/,https://cdn.lapa.ninja/assets/images/1x/scruples-studio-thumb.webp,"[""#f4efeb"", ""#0a1112""]","{""#f4efeb"": 0.7948, ""#0a1112"": 0.085}",#f4efeb,light neutral,"rounded buttons, large typography, grid layout, footer, top navigation, sidebar","minimal, modern, futuristic",0.75
Lapa Ninja (Post),antinomy,https://www.lapa.ninja/post/antinomy/,https://cdn.lapa.ninja/assets/images/1x/antinomy-thumb.webp,"[""#000000""]","{""#000000"": 0.9507}",#000000,dark neutral,"large typography, form, video background, grid layout, rounded buttons, pricing cards","minimal, futuristic, modern",0.75
Lapa Ninja (Post),Bastien Allard,https://www.lapa.ninja/post/bastienallard-2/,https://cdn.lapa.ninja/assets/images/1x/bastienallard-08-26-2021-thumb.webp,"[""#f6cfdc""]","{""#f6cfdc"": 0.9141}",#f6cfdc,light bright red,"large typography, two-column layout, sidebar, pricing cards, icon list, grid layout","minimal, creative, artistic",0.75
Lapa Ninja (Post),Camille Luang,https://www.lapa.ninja/post/camilleluang/,https://cdn.lapa.ninja/assets/images/1x/camilleluang-thumb.webp,"[""#fbf9f5"", ""#d7d7d6""]","{""#fbf9f5"": 0.8226, ""#d7d7d6"": 0.0822}",#fbf9f5,light neutral,"large typography, grid layout, sidebar, avatar, feature list, split screen","modern, minimal, futuristic",0.75
Lapa Ninja (Post),Cleo,https://www.lapa.ninja/post/meetcleo/,https://cdn.lapa.ninja/assets/images/1x/meetcleo-thumb.webp,"[""#f9fafe""]","{""#f9fafe"": 0.8995}",#f9fafe,light neutral,"pricing cards, rounded buttons, grid layout, feature list, sidebar, large typography","modern, minimal, futuristic",0.75
Lapa Ninja (Post),Giulia Saporito,https://www.lapa.ninja/post/giuliasaporito/,https://cdn.lapa.ninja/assets/images/1x/giuliasaporito-thumb.webp,"[""#f2f2f2""]","{""#f2f2f2"": 0.9489}",#f2f2f2,light neutral,"large typography, rounded buttons, pricing cards, card list, feature list, icon list","modern, creative, cool",0.75
Lapa Ninja (Post),Pipe,https://www.lapa.ninja/post/pipe/,https://cdn.lapa.ninja/assets/images/1x/pipe-thumb.webp,"[""#0a0b0b"", ""#2e3238""]","{""#0a0b0b"": 0.8621, ""#2e3238"": 0.0605}",#0a0b0b,dark neutral,"rounded buttons, pricing cards, feature list, cta button, grid layout, top navigation","modern, futuristic, minimal",0.75
Lapa Ninja (Post),Potion Lifestyle,https://www.lapa.ninja/post/potionlifestyle/,https://cdn.lapa.ninja/assets/images/1x/potionlifestyle-thumb.webp,"[""#fdfdfd"", ""#e7c495""]","{""#fdfdfd"": 0.7257, ""#e7c495"": 0.0838}",#fdfdfd,light neutral,"pricing cards, sidebar, video background, rounded buttons, grid layout, split screen","modern, futuristic, vibrant",0.75
Lapa Ninja (Post),Kinn Home,https://www.lapa.ninja/post/kinnhome/,https://cdn.lapa.ninja/assets/images/1x/kinnhome-thumb.webp,"[""#f8f3e6"", ""#e7c8a2""]","{""#f8f3e6"": 0.5439, ""#e7c8a2"": 0.2447}",#f8f3e6,light neutral,"rounded buttons, sidebar, data table, top navigation, grid layout, pricing cards","creative, cool, luxury",0.75
Lapa Ninja (Post),Occo Spices,https://www.lapa.ninja/post/eatocco/,https://cdn.lapa.ninja/assets/images/1x/eatocco-thumb.webp,"[""#16161d"", ""#f2f4fc""]","{""#16161d"": 0.2338, ""#f2f4fc"": 0.5159}",#16161d,dark muted blue,"sidebar, grid layout, footer, large typography, rounded buttons, feature list","modern, professional, futuristic",0.62
Lapa Ninja (Post),Parquet Courts,https://www.lapa.ninja/post/parquet-courts/,https://cdn.lapa.ninja/assets/images/1x/parquet-courts-thumb.webp,"[""#e8eae3"", ""#507548""]","{""#e8eae3"": 0.7095, ""#507548"": 0.0811}",#e8eae3,light muted green,"sidebar, illustration, card list, logo, form, footer","modern, futuristic, luxury",0.75
Lapa Ninja (Post),The Well,https://www.lapa.ninja/post/the-well/,https://cdn.lapa.ninja/assets/images/1x/the-well-thumb.webp,"[""#f5f5f5""]","{""#f5f5f5"": 0.8991}",#f5f5f5,light neutral,"large typography, pricing cards, centered hero, feature list, rounded buttons, cta button","modern, creative, artistic",0.75
Lapa Ninja (Post),SUPERGLOW,https://www.lapa.ninja/post/superglow/,https://cdn.lapa.ninja/assets/images/1x/superglow-thumb.webp,"[""#f2fb85"", ""#9b4637""]","{""#f2fb85"": 0.3982, ""#9b4637"": 0.2535}",#f2fb85,bright yellow,"sidebar, feature list, large typography, carousel, icon list, footer","cool, serious, bold",0.7
Lapa Ninja (Post),Kookslams Hard Seltzer,https://www.lapa.ninja/post/kookslamshardseltzer/,https://cdn.lapa.ninja/assets/images/1x/kookslamshardseltzer-thumb.webp,"[""#d7fd9c"", ""#85e0fa""]","{""#d7fd9c"": 0.4191, ""#85e0fa"": 0.3206}",#d7fd9c,bright green,"sidebar, footer, search bar, video background, feature list, hero image","friendly, cool, creative",0.71
Lapa Ninja (Post),Crosta & Mollica,https://www.lapa.ninja/post/crostamollica/,https://cdn.lapa.ninja/assets/images/1x/crostamollica-thumb.webp,"[""#f4f3ee"", ""#281c12""]","{""#f4f3ee"": 0.5314, ""#281c12"": 0.1667}",#f4f3ee,light neutral,"sidebar, large typography, pricing cards, grid layout, feature list, rounded buttons","minimal, modern, luxury",0.75
Lapa Ninja (Post),Nuno Pereira Sousa,https://www.lapa.ninja/post/nunops/,https://cdn.lapa.ninja/assets/images/1x/nunops-thumb.webp,"[""#19293f"", ""#332433""]","{""#19293f"": 0.7336, ""#332433"": 0.1444}",#19293f,dark bright blue,"large typography, split screen, grid layout, feature list, rounded buttons, sidebar","minimal, modern, professional",0.75
Lapa Ninja (Post),Mario Gogh,https://www.lapa.ninja/post/mariogogh/,https://cdn.lapa.ninja/assets/images/1x/mariogogh-thumb.webp,"[""#ee2625"", ""#fea8e0""]","{""#ee2625"": 0.808, ""#fea8e0"": 0.1312}",#ee2625,bright red,"sidebar, large typography, rounded buttons, video background, pricing cards, feature list","retro, professional, futuristic",0.75
Lapa Ninja (Post),Maciej Mach,https://www.lapa.ninja/post/maciejmach/,https://cdn.lapa.ninja/assets/images/1x/maciejmach-thumb.webp,"[""#f6f6f6"", ""#c9d3d3""]","{""#f6f6f6"": 0.6833, ""#c9d3d3"": 0.1606}",#f6f6f6,light neutral,"grid layout, large typography, footer, pricing cards, sidebar, form","modern, professional, minimal",0.75
Lapa Ninja (Post),Alike,https://www.lapa.ninja/post/alike/,https://cdn.lapa.ninja/assets/images/1x/alike-thumb.webp,"[""#fbc230"", ""#fefaf7""]","{""#fbc230"": 0.1976, ""#fefaf7"": 0.7216}",#fbc230,bright orange,"rounded buttons, pricing cards, sidebar, footer, grid layout, split screen","modern, minimal, cool",0.6
Lapa Ninja (Post),Atlantis Technology,https://www.lapa.ninja/post/atlantistech/,https://cdn.lapa.ninja/assets/images/1x/atlantistech-thumb.webp,"[""#fafbfd""]","{""#fafbfd"": 0.9171}",#fafbfd,light neutral,"sidebar, data table, pricing cards, avatar, feature list, form","professional, modern, futuristic",0.75
Lapa Ninja (Post),Scope of Work,https://www.lapa.ninja/post/scopeofwork/,https://cdn.lapa.ninja/assets/images/1x/scopeofwork-thumb.webp,"[""#ffffff""]","{""#ffffff"": 0.9088}",#ffffff,light neutral,"large typography, grid layout, icon list, top navigation, rounded buttons, sidebar","modern, creative, futuristic",0.75
Lapa Ninja (Post),FUTUREVVORLD,https://www.lapa.ninja/post/futurevvorld/,https://cdn.lapa.ninja/assets/images/1x/futurevvorld-thumb.webp,"[""#f1f1f2"", ""#cebeb5""]","{""#f1f1f2"": 0.7131, ""#cebeb5"": 0.1311}",#f1f1f2,light neutral,"rounded buttons, pricing cards, sidebar, grid layout, footer, search bar","modern, futuristic, professional",0.75
Lapa Ninja (Post),Fussy,https://www.lapa.ninja/post/getfussy/,https://cdn.lapa.ninja/assets/images/1x/getfussy-thumb.webp,"[""#cececd"", ""#f7f9fa""]","{""#cececd"": 0.2918, ""#f7f9fa"": 0.5603}",#cececd,light gray,"rounded buttons, large typography, sidebar, top navigation, cta button, footer","modern, futuristic, minimal",0.65
Lapa Ninja (Post),Bloomers,https://www.lapa.ninja/post/bloomers/,https://cdn.lapa.ninja/assets/images/1x/bloomers-thumb.webp,"[""#523598"", ""#e5e4e5""]","{""#523598"": 0.4127, ""#e5e4e5"": 0.2355}",#523598,bright blue,"sidebar, video background, footer, large typography, avatar, search bar","minimal, retro, modern",0.71
Lapa Ninja (Post),Henry Desroches,https://www.lapa.ninja/post/henry-codes/,https://cdn.lapa.ninja/assets/images/1x/henry-codes-thumb.webp,"[""#b9b3b0"", ""#f6f6f6""]","{""#b9b3b0"": 0.3775, ""#f6f6f6"": 0.3961}",#b9b3b0,light gray,"sidebar, large typography, single column, video background, form, footer","modern, cool, minimal",0.69
Lapa Ninja (Post),TOGETHXR,https://www.lapa.ninja/post/togethxr/,https://cdn.lapa.ninja/assets/images/1x/togethxr-thumb.webp,"[""#d07271"", ""#64484f""]","{""#d07271"": 0.2912, ""#64484f"": 0.2418}",#d07271,bright red,"sidebar, split screen, video background, hero image, footer, search bar","modern, retro, luxury",0.65
Lapa Ninja (Post),Drive Capital,https://www.lapa.ninja/post/drivecapital/,https://cdn.lapa.ninja/assets/images/1x/drivecapital-thumb.webp,"[""#010202"", ""#2a3434""]","{""#010202"": 0.6386, ""#2a3434"": 0.1526}",#010202,dark neutral,"large typography, sidebar, video background, top navigation, feature list, icon list","trustworthy, cool, futuristic",0.75
Lapa Ninja (Post),Hugo Nicaise,https://www.lapa.ninja/post/hugonicaise/,https://cdn.lapa.ninja/assets/images/1x/hugonicaise-thumb.webp,"[""#1d1d1d""]","{""#1d1d1d"": 0.9587}",#1d1d1d,dark gray,"large typography, pricing cards, rounded buttons, avatar, feature list, sidebar","minimal, modern, professional",0.75
Lapa Ninja (Post),Stream Club,https://www.lapa.ninja/post/streamclub/,https://cdn.lapa.ninja/assets/images/1x/streamclub-thumb.webp,"[""#eac2d8"", ""#f6e6ee""]","{""#eac2d8"": 0.7021, ""#f6e6ee"": 0.1589}",#eac2d8,bright magenta,"video background, rounded buttons, sidebar, feature list, search bar, top navigation","modern, professional, trustworthy",0.75
